characteristicTest,10,30,1000,Weierstrass,VonNeumannPSO,{c1=0.7; c2=0.7; w=0.9},10,-0.003475383568379165,-3.2917401519540588e-06,269.38678762070145,0.0016070195858043368,-4.403829887874472,-0.0015679021070369708,6.472424905194384,1.0591894518936336,-0.002470262755040053,-2.325202227887589e-05,123.61809202935808,0.014028594152796947,-0.0291657741640642,-0.00011647561779641086,22.865185910315176,0.051247529975668615,4840,12,294,800.1666666666666,8.107142857142858,0.6315476190476191,1.2974999999999999,8.762524361721791,0.03760835206243357
characteristicTest,10,30,1000,Weierstrass,VonNeumannPSO,{c1=0.7; c2=0.7; w=0.9},30,-0.004983145513917778,-2.0861077489968122e-05,150.56431245062885,0.012149775123536877,-4.015730836596085,-0.0008604496804927241,7.476115658664853,0.578747055931931,-0.004293963598719652,-2.336799999404785e-05,87.59709419807744,0.014645951903238863,-0.14395894059741546,-0.00012759886711563286,6.395503591793965,0.06023477474519723,4434,23,305,824.4,8.932203389830509,0.6644067796610171,1.3545,6.790226065726597,0.03891794794555557
characteristicTest,10,30,1000,Weierstrass,VonNeumannPSO,{c1=0.7; c2=0.7; w=0.9},5,-0.00465576914924723,-1.8222636513399777e-05,146.6247991901809,0.010725803105237075,-1.0491162524899313,-0.00037462115241082604,19.153654297830016,0.2488385027538662,-0.006182421549245158,-1.9361738550212266e-05,63.68721803870022,0.012450957753055714,-0.02525829719388081,-5.694695354121289e-05,30.94638736744912,0.028173550505899425,3359,20,300,847.0666666666667,8.258620689655173,0.6741379310344828,1.363,6.123929044433502,0.04505480574204313
characteristicTest,10,30,1000,Weierstrass,VonNeumannPSO,{c1=0.7; c2=0.7; w=0.9},3,-0.004940593287563734,-3.416841214308713e-05,154.63277848062012,0.019900824258006433,-0.27091272579015974,-0.0004109750043473188,59.67361908664508,0.2616542168622473,-0.003922315741630211,-2.459397332354242e-05,103.65284038811527,0.015147032949591133,-0.0067980643344602455,-6.004720691437306e-05,84.69662003910418,0.026478074427712772,4374,19,319,809.5,8.370967741935484,0.6720430107526884,1.3235000000000001,7.182739651653822,0.06270943733664684
characteristicTest,10,30,1000,Weierstrass,VonNeumannPSO,{c1=0.7; c2=0.7; w=0.9},21,-0.003746278915488542,-1.048905504264657e-05,268.6039999495324,0.005303001563485621,-0.28679741088235516,-0.0006008199083414341,54.440167466508996,0.38712313740045623,-0.0032896539258178295,-2.8262251310339948e-05,136.49364193045432,0.016849497762566668,-0.004783584045377321,-5.883008786041355e-05,118.46761912357732,0.025653289947522917,5717,30,392,767.3,8.206896551724139,0.6942528735632185,1.201,9.943355765497948,0.07224552134463588
characteristicTest,10,30,1000,Weierstrass,VonNeumannPSO,{c1=0.7; c2=0.7; w=0.9},19,-0.006691400172140758,-2.3470838082356966e-05,90.47682068870826,0.014666446611678485,-0.9432268252379323,-0.00037562942459846646,23.68019854571103,0.24651679843142205,-0.007509554575533128,-1.9073666527530775e-05,53.26915873566071,0.012321005467459456,-0.010937143396499953,-4.954085082368988e-05,49.62935764697914,0.020548560742057354,3129,27,243,868.6,8.224137931034482,0.6408045977011494,1.4914999999999998,3.67083434387412,0.051786206987709235
characteristicTest,10,30,1000,Weierstrass,VonNeumannPSO,{c1=0.7; c2=0.7; w=0.9},23,-0.004644959608167774,-3.231920571149373e-05,234.5368979512961,0.01679606488819907,-2.3342960448390686,-0.0013880940253717645,10.45447774380343,0.9349737681887653,-0.0029055460140708653,-2.23132578269251e-05,127.31591924796459,0.013530789497883278,-0.45629077479711333,-8.938613574576535e-05,3.1262047041065526,0.05051066252790837,5560,18,331,771.3,9.186440677966102,0.6564971751412431,1.1675,6.673902255249289,0.027932622245832702
characteristicTest,10,30,1000,Weierstrass,VonNeumannPSO,{c1=0.7; c2=0.7; w=0.9},2,-0.005524128395103136,-2.7244464193655067e-05,152.31207234811797,0.015955452266945613,-1.0745559474902577,-0.0013081866138119293,22.557578255301657,0.867103054209462,-0.004677193908853773,-3.443287831052678e-05,100.63253469327248,0.02122509675458345,-0.007829029536131373,-8.367807638513777e-05,87.94379531012669,0.03623046916877992,4606,28,359,808.0333333333333,8.245901639344263,0.6775956284153006,1.233,7.346308000628484,0.06193366309290341
characteristicTest,10,30,1000,Weierstrass,VonNeumannPSO,{c1=0.7; c2=0.7; w=0.9},7,-0.005397772512124722,-4.346835787434519e-05,133.653367182532,0.026070055958932303,-0.6402864361162367,-0.00044553484006853343,29.38264152156922,0.29310855970606653,-0.004678341351711856,-2.5819720242349968e-05,74.28065778461797,0.016495452071337124,-0.039490563226734776,-0.00014059771803074248,17.76051912935992,0.06414337526829794,4508,32,381,809.2,8.0,0.668888888888889,1.3635,6.5579151001274125,0.0588154426561736
characteristicTest,10,30,1000,Weierstrass,VonNeumannPSO,{c1=0.7; c2=0.7; w=0.9},15,-0.0027505526436783444,-1.4685436363045436e-06,302.40776090511594,0.0007702008862134901,-0.3262439457135909,-0.0005336228014022985,54.57646935778674,0.3408098620694311,-0.006439271052365474,-2.546692959477116e-05,89.69875206621629,0.015827364233705343,-0.011902668063576004,-7.345955200870357e-05,73.56052471556015,0.03077499660330696,5272,28,257,800.1666666666666,8.280701754385966,0.6532163742690059,1.444,8.142439480424446,0.08001845374420262
