Run,Fitness1,Solution1,Fitness2,Solution2
1,7.585758E-13,0050005000500050005000500050005000500050,5.218777E-12,0050005000500050005000500050005000500050
2,4.9466887E-13,0050005000500050005000500050005000500050,3.4938354E-12,0050005000500050005000500050005000500050
3,5.8170352E-12,0050005000500050005000500050005000500050,1.5598293E-11,0050005000500050005000500050005000500050
4,5.7045163E-12,0050005000500050005000500050005000500050,3.0006082E-12,0050005000500050005000500050005000500050
5,1.3992965E-13,0050005000500050005000500050005000500050,2.0103481E-13,0050005000500050005000500050005000500050
6,1.6142249E-11,0050005000500050005000500050005000500050,4.051413E-11,0050005000500050005000500050005000500050
7,7.367952E-13,0050005000500050005000500050005000500050,4.945721E-12,0050005000500050005000500050005000500050
8,9.091818E-12,0050005000500050005000500050005000500050,4.1242846E-11,0050005000500050005000500050005000500050
9,1.5404134E-13,0050005000500050005000500050005000500050,1.4268514E-13,0050005000500050005000500050005000500050
10,3.5670698E-12,0050005000500050005000500050005000500050,2.4682978E-11,0050005000500050005000500050005000500050
11,1.718267E-13,0050005000500050005000500050005000500050,1.4463567E-13,0050005000500050005000500050005000500050
12,1.2370922E-13,0050005000500050005000500050005000500050,1.2825873E-13,0050005000500050005000500050005000500050
13,1.7649353E-13,0050005000500050005000500050005000500050,1.2462047E-13,0050005000500050005000500050005000500050
14,1.0885236E-11,0050005000500050005000500050005000500050,1.0825656E-10,0050005000500050005000500050005000500050
15,1.5643246E-13,0050005000500050005000500050005000500050,1.020069E-12,0050005000500050005000500050005000500050
16,1.1500309E-10,0050005000500050005000500050005000500050,2.7784514E-10,0050005000500050005000500050005000500050
17,1.9483417E-13,0050005000500050005000500050005000500050,7.6135355E-13,0050005000500050005000500050005000500050
18,1.262148E-13,0050005000500050005000500050005000500050,1.699969E-13,0050005000500050005000500050005000500050
19,2.6228536E-13,0050005000500050005000500050005000500050,3.3766265E-13,0050005000500050005000500050005000500050
20,1.9962397E-13,0050005000500050005000500050005000500050,7.2416855E-13,0050005000500050005000500050005000500050
21,1.0885133E-11,0050005000500050005000500050005000500050,1.0825546E-10,0050005000500050005000500050005000500050
22,2.9061606E-13,0050005000500050005000500050005000500050,1.4502328E-12,0050005000500050005000500050005000500050
23,3.1693898E-10,0050005000500050005000500050005000500050,7.616657E-10,0050005000500050005000500050005000500050
24,2.4169734E-11,0050005000500050005000500050005000500050,1.2726956E-10,0050005000500050005000500050005000500050
25,1.3872905E-13,0050005000500050005000500050005000500050,1.6370964E-13,0050005000500050005000500050005000500050
26,6.4292707E-12,0050005000500050005000500050005000500050,2.8387277E-11,0050005000500050005000500050005000500050
27,6.0676507E-12,0050005000500050005000500050005000500050,5.1603548E-11,0050005000500050005000500050005000500050
28,1.9735372E-12,0050005000500050005000500050005000500050,1.529224E-11,0050005000500050005000500050005000500050
29,1.3346775E-11,0050005000500050005000500050005000500050,1.3039201E-11,0050005000500050005000500050005000500050
0,1.193786E-13,0050005000500050005000500050005000500050,1.299223E-13,0050005000500050005000500050005000500050
1,5.218777E-12,0050005000500050005000500050005000500050,4.7691478E-12,0050005000500050005000500050005000500050
2,3.4938354E-12,0050005000500050005000500050005000500050,3.3349046E-12,0050005000500050005000500050005000500050
3,1.5598293E-11,0050005000500050005000500050005000500050,4.82114E-12,0050005000500050005000500050005000500050
4,3.0006082E-12,0050005000500050005000500050005000500050,1.0842487E-12,0050005000500050005000500050005000500050
5,2.0103481E-13,0050005000500050005000500050005000500050,2.0924899E-13,0050005000500050005000500050005000500050
6,4.051413E-11,0050005000500050005000500050005000500050,1.7815383E-11,0050005000500050005000500050005000500050
7,4.945721E-12,0050005000500050005000500050005000500050,1.08801275E-11,0050005000500050005000500050005000500050
8,4.1242846E-11,0050005000500050005000500050005000500050,1.6088547E-11,0050005000500050005000500050005000500050
9,1.4268514E-13,0050005000500050005000500050005000500050,1.2241064E-13,0050005000500050005000500050005000500050
10,2.4682978E-11,0050005000500050005000500050005000500050,3.2901924E-11,0050005000500050005000500050005000500050
11,1.4463567E-13,0050005000500050005000500050005000500050,1.1902424E-13,0050005000500050005000500050005000500050
12,1.2825873E-13,0050005000500050005000500050005000500050,1.1883146E-13,0050005000500050005000500050005000500050
13,1.2462047E-13,0050005000500050005000500050005000500050,1.3076866E-13,0050005000500050005000500050005000500050
14,1.0825656E-10,0050005000500050005000500050005000500050,1.026237E-10,0050005000500050005000500050005000500050
15,1.020069E-12,0050005000500050005000500050005000500050,1.3106085E-12,0050005000500050005000500050005000500050
16,2.7784514E-10,0050005000500050005000500050005000500050,8.6841985E-11,0050005000500050005000500050005000500050
17,7.6135355E-13,0050005000500050005000500050005000500050,7.8471165E-13,0050005000500050005000500050005000500050
18,1.699969E-13,0050005000500050005000500050005000500050,1.629396E-13,0050005000500050005000500050005000500050
19,3.3766265E-13,0050005000500050005000500050005000500050,2.884948E-13,0050005000500050005000500050005000500050
20,7.2416855E-13,0050005000500050005000500050005000500050,7.292462E-13,0050005000500050005000500050005000500050
21,1.0825546E-10,0050005000500050005000500050005000500050,1.0262265E-10,0050005000500050005000500050005000500050
22,1.4502328E-12,0050005000500050005000500050005000500050,1.357489E-12,0050005000500050005000500050005000500050
23,7.616657E-10,0050005000500050005000500050005000500050,1.5833185E-10,0050005000500050005000500050005000500050
24,1.2726956E-10,0050005000500050005000500050005000500050,1.0363754E-10,0050005000500050005000500050005000500050
25,1.6370964E-13,0050005000500050005000500050005000500050,1.8511768E-13,0050005000500050005000500050005000500050
26,2.8387277E-11,0050005000500050005000500050005000500050,1.242491E-11,0050005000500050005000500050005000500050
27,5.1603548E-11,0050005000500050005000500050005000500050,5.1249515E-11,0050005000500050005000500050005000500050
28,1.529224E-11,0050005000500050005000500050005000500050,1.4129635E-11,0050005000500050005000500050005000500050
29,1.3039201E-11,0050005000500050005000500050005000500050,2.560093E-11,0050005000500050005000500050005000500050
0,1.299223E-13,0050005000500050005000500050005000500050,1.5981095E-13,0050005000500050005000500050005000500050
1,4.7691478E-12,0050005000500050005000500050005000500050,3.219625E-13,0050005000500050005000500050005000500050
2,3.3349046E-12,0050005000500050005000500050005000500050,4.2508165E-13,0050005000500050005000500050005000500050
3,4.82114E-12,0050005000500050005000500050005000500050,1.5616129E-12,0050005000500050005000500050005000500050
4,1.0842487E-12,0050005000500050005000500050005000500050,1.0245519E-11,0050005000500050005000500050005000500050
5,2.0924899E-13,0050005000500050005000500050005000500050,1.3363114E-13,0050005000500050005000500050005000500050
6,1.7815383E-11,0050005000500050005000500050005000500050,5.9219634E-12,0050005000500050005000500050005000500050
7,1.08801275E-11,0050005000500050005000500050005000500050,5.967688E-12,0050005000500050005000500050005000500050
8,1.6088547E-11,0050005000500050005000500050005000500050,1.1451601E-11,0050005000500050005000500050005000500050
9,1.2241064E-13,0050005000500050005000500050005000500050,1.2982561E-13,0050005000500050005000500050005000500050
10,3.2901924E-11,0050005000500050005000500050005000500050,1.182929E-11,0050005000500050005000500050005000500050
11,1.1902424E-13,0050005000500050005000500050005000500050,1.3282194E-13,0050005000500050005000500050005000500050
12,1.1883146E-13,0050005000500050005000500050005000500050,1.3171118E-13,0050005000500050005000500050005000500050
13,1.3076866E-13,0050005000500050005000500050005000500050,1.8922251E-13,0050005000500050005000500050005000500050
14,1.026237E-10,0050005000500050005000500050005000500050,5.8593434E-12,0050005000500050005000500050005000500050
15,1.3106085E-12,0050005000500050005000500050005000500050,5.9729863E-13,0050005000500050005000500050005000500050
16,8.6841985E-11,0050005000500050005000500050005000500050,4.8485807E-12,0050005000500050005000500050005000500050
17,7.8471165E-13,0050005000500050005000500050005000500050,3.050842E-13,0050005000500050005000500050005000500050
18,1.629396E-13,0050005000500050005000500050005000500050,1.253041E-13,0050005000500050005000500050005000500050
19,2.884948E-13,0050005000500050005000500050005000500050,2.9448555E-13,0050005000500050005000500050005000500050
20,7.292462E-13,0050005000500050005000500050005000500050,1.10422766E-13,0050005000500050005000500050005000500050
21,1.0262265E-10,0050005000500050005000500050005000500050,5.8592736E-12,0050005000500050005000500050005000500050
22,1.357489E-12,0050005000500050005000500050005000500050,2.3802927E-13,0050005000500050005000500050005000500050
23,1.5833185E-10,0050005000500050005000500050005000500050,1.136331E-10,0050005000500050005000500050005000500050
24,1.0363754E-10,0050005000500050005000500050005000500050,2.7281729E-11,0050005000500050005000500050005000500050
25,1.8511768E-13,0050005000500050005000500050005000500050,1.6852778E-13,0050005000500050005000500050005000500050
26,1.242491E-11,0050005000500050005000500050005000500050,7.1512397E-12,0050005000500050005000500050005000500050
27,5.1249515E-11,0050005000500050005000500050005000500050,6.2259885E-12,0050005000500050005000500050005000500050
28,1.4129635E-11,0050005000500050005000500050005000500050,1.6526096E-12,0050005000500050005000500050005000500050
29,2.560093E-11,0050005000500050005000500050005000500050,1.9882214E-11,0050005000500050005000500050005000500050
0,1.5981095E-13,0050005000500050005000500050005000500050,1.5349966E-13,0050005000500050005000500050005000500050
1,3.219625E-13,0050005000500050005000500050005000500050,7.557602E-12,0050005000500050005000500050005000500050
2,4.2508165E-13,0050005000500050005000500050005000500050,4.0325816E-12,0050005000500050005000500050005000500050
3,1.5616129E-12,0050005000500050005000500050005000500050,1.4022878E-11,0050005000500050005000500050005000500050
4,1.0245519E-11,0050005000500050005000500050005000500050,7.814277E-12,0050005000500050005000500050005000500050
5,1.3363114E-13,0050005000500050005000500050005000500050,1.7949508E-13,0050005000500050005000500050005000500050
6,5.9219634E-12,0050005000500050005000500050005000500050,2.4801881E-11,0050005000500050005000500050005000500050
7,5.967688E-12,0050005000500050005000500050005000500050,1.508274E-12,0050005000500050005000500050005000500050
8,1.1451601E-11,0050005000500050005000500050005000500050,4.804484E-11,0050005000500050005000500050005000500050
9,1.2982561E-13,0050005000500050005000500050005000500050,1.3321745E-13,0050005000500050005000500050005000500050
10,1.182929E-11,0050005000500050005000500050005000500050,4.9456723E-12,0050005000500050005000500050005000500050
11,1.3282194E-13,0050005000500050005000500050005000500050,1.4204058E-13,0050005000500050005000500050005000500050
12,1.3171118E-13,0050005000500050005000500050005000500050,1.4220634E-13,0050005000500050005000500050005000500050
13,1.8922251E-13,0050005000500050005000500050005000500050,1.9098877E-13,0050005000500050005000500050005000500050
14,5.8593434E-12,0050005000500050005000500050005000500050,1.7404163E-10,0050005000500050005000500050005000500050
15,5.9729863E-13,0050005000500050005000500050005000500050,3.7159934E-13,0050005000500050005000500050005000500050
16,4.8485807E-12,0050005000500050005000500050005000500050,1.13313206E-10,0050005000500050005000500050005000500050
17,3.050842E-13,0050005000500050005000500050005000500050,3.3681914E-13,0050005000500050005000500050005000500050
18,1.253041E-13,0050005000500050005000500050005000500050,1.4765446E-13,0050005000500050005000500050005000500050
19,2.9448555E-13,0050005000500050005000500050005000500050,3.3952314E-13,0050005000500050005000500050005000500050
20,1.10422766E-13,0050005000500050005000500050005000500050,7.1870493E-13,0050005000500050005000500050005000500050
21,5.8592736E-12,0050005000500050005000500050005000500050,1.7403974E-10,0050005000500050005000500050005000500050
22,2.3802927E-13,0050005000500050005000500050005000500050,1.8135203E-12,0050005000500050005000500050005000500050
23,1.136331E-10,0050005000500050005000500050005000500050,7.1157474E-10,0050005000500050005000500050005000500050
24,2.7281729E-11,0050005000500050005000500050005000500050,7.4828324E-11,0050005000500050005000500050005000500050
25,1.6852778E-13,0050005000500050005000500050005000500050,1.4654993E-13,0050005000500050005000500050005000500050
26,7.1512397E-12,0050005000500050005000500050005000500050,2.7376747E-11,0050005000500050005000500050005000500050
27,6.2259885E-12,0050005000500050005000500050005000500050,5.132408E-11,0050005000500050005000500050005000500050
28,1.6526096E-12,0050005000500050005000500050005000500050,1.9924014E-11,0050005000500050005000500050005000500050
29,1.9882214E-11,0050005000500050005000500050005000500050,4.0141284E-12,0050005000500050005000500050005000500050
0,1.5349966E-13,0050005000500050005000500050005000500050,1.2515431E-13,0050005000500050005000500050005000500050
1,7.557602E-12,0050005000500050005000500050005000500050,9.356186E-12,0050005000500050005000500050005000500050
2,4.0325816E-12,0050005000500050005000500050005000500050,5.1593083E-12,0050005000500050005000500050005000500050
3,1.4022878E-11,0050005000500050005000500050005000500050,8.664858E-12,0050005000500050005000500050005000500050
4,7.814277E-12,0050005000500050005000500050005000500050,1.3573585E-12,0050005000500050005000500050005000500050
5,1.7949508E-13,0050005000500050005000500050005000500050,2.1790607E-13,0050005000500050005000500050005000500050
6,2.4801881E-11,0050005000500050005000500050005000500050,9.766292E-12,0050005000500050005000500050005000500050
7,1.508274E-12,0050005000500050005000500050005000500050,6.048574E-12,0050005000500050005000500050005000500050
8,4.804484E-11,0050005000500050005000500050005000500050,1.451854E-11,0050005000500050005000500050005000500050
9,1.3321745E-13,0050005000500050005000500050005000500050,1.2706465E-13,0050005000500050005000500050005000500050
10,4.9456723E-12,0050005000500050005000500050005000500050,2.241278E-11,0050005000500050005000500050005000500050
11,1.4204058E-13,0050005000500050005000500050005000500050,1.3438733E-13,0050005000500050005000500050005000500050
12,1.4220634E-13,0050005000500050005000500050005000500050,1.2867898E-13,0050005000500050005000500050005000500050
13,1.9098877E-13,0050005000500050005000500050005000500050,1.3356501E-13,0050005000500050005000500050005000500050
14,1.7404163E-10,0050005000500050005000500050005000500050,2.1261244E-10,0050005000500050005000500050005000500050
15,3.7159934E-13,0050005000500050005000500050005000500050,9.914105E-13,0050005000500050005000500050005000500050
16,1.13313206E-10,0050005000500050005000500050005000500050,9.739368E-11,0050005000500050005000500050005000500050
17,3.3681914E-13,0050005000500050005000500050005000500050,5.479365E-13,0050005000500050005000500050005000500050
18,1.4765446E-13,0050005000500050005000500050005000500050,1.6838272E-13,0050005000500050005000500050005000500050
19,3.3952314E-13,0050005000500050005000500050005000500050,2.350371E-13,0050005000500050005000500050005000500050
20,7.1870493E-13,0050005000500050005000500050005000500050,1.028678E-12,0050005000500050005000500050005000500050
21,1.7403974E-10,0050005000500050005000500050005000500050,2.1261017E-10,0050005000500050005000500050005000500050
22,1.8135203E-12,0050005000500050005000500050005000500050,2.284524E-12,0050005000500050005000500050005000500050
23,7.1157474E-10,0050005000500050005000500050005000500050,3.4614436E-10,0050005000500050005000500050005000500050
24,7.4828324E-11,0050005000500050005000500050005000500050,9.3719095E-11,0050005000500050005000500050005000500050
25,1.4654993E-13,0050005000500050005000500050005000500050,1.3248484E-13,0050005000500050005000500050005000500050
26,2.7376747E-11,0050005000500050005000500050005000500050,1.1110215E-11,0050005000500050005000500050005000500050
27,5.132408E-11,0050005000500050005000500050005000500050,7.0269866E-11,0050005000500050005000500050005000500050
28,1.9924014E-11,0050005000500050005000500050005000500050,2.4280614E-11,0050005000500050005000500050005000500050
29,4.0141284E-12,0050005000500050005000500050005000500050,1.402276E-11,0050005000500050005000500050005000500050
0,1.2515431E-13,0050005000500050005000500050005000500050,1.2961584E-13,0050005000500050005000500050005000500050
1,9.356186E-12,0050005000500050005000500050005000500050,3.2811012E-13,0050005000500050005000500050005000500050
2,5.1593083E-12,0050005000500050005000500050005000500050,3.294818E-13,0050005000500050005000500050005000500050
3,8.664858E-12,0050005000500050005000500050005000500050,2.135005E-13,0050005000500050005000500050005000500050
4,1.3573585E-12,0050005000500050005000500050005000500050,1.0592198E-12,0050005000500050005000500050005000500050
5,2.1790607E-13,0050005000500050005000500050005000500050,1.2501928E-13,0050005000500050005000500050005000500050
6,9.766292E-12,0050005000500050005000500050005000500050,2.463153E-12,0050005000500050005000500050005000500050
7,6.048574E-12,0050005000500050005000500050005000500050,7.0790084E-12,0050005000500050005000500050005000500050
8,1.451854E-11,0050005000500050005000500050005000500050,9.652415E-12,0050005000500050005000500050005000500050
9,1.2706465E-13,0050005000500050005000500050005000500050,1.2468898E-13,0050005000500050005000500050005000500050
10,2.241278E-11,0050005000500050005000500050005000500050,1.9718734E-11,0050005000500050005000500050005000500050
11,1.3438733E-13,0050005000500050005000500050005000500050,1.1833736E-13,0050005000500050005000500050005000500050
12,1.2867898E-13,0050005000500050005000500050005000500050,1.1456094E-13,0050005000500050005000500050005000500050
13,1.3356501E-13,0050005000500050005000500050005000500050,1.5157453E-13,0050005000500050005000500050005000500050
14,2.1261244E-10,0050005000500050005000500050005000500050,4.4498363E-12,0050005000500050005000500050005000500050
15,9.914105E-13,0050005000500050005000500050005000500050,7.182004E-13,0050005000500050005000500050005000500050
16,9.739368E-11,0050005000500050005000500050005000500050,1.8977675E-11,0050005000500050005000500050005000500050
17,5.479365E-13,0050005000500050005000500050005000500050,2.991858E-13,0050005000500050005000500050005000500050
18,1.6838272E-13,0050005000500050005000500050005000500050,1.1379618E-13,0050005000500050005000500050005000500050
19,2.350371E-13,0050005000500050005000500050005000500050,2.2325315E-13,0050005000500050005000500050005000500050
20,1.028678E-12,0050005000500050005000500050005000500050,1.9027764E-13,0050005000500050005000500050005000500050
21,2.1261017E-10,0050005000500050005000500050005000500050,4.4497873E-12,0050005000500050005000500050005000500050
22,2.284524E-12,0050005000500050005000500050005000500050,2.1845607E-13,0050005000500050005000500050005000500050
23,3.4614436E-10,0050005000500050005000500050005000500050,1.5587023E-12,0050005000500050005000500050005000500050
24,9.3719095E-11,0050005000500050005000500050005000500050,1.4845345E-11,0050005000500050005000500050005000500050
25,1.3248484E-13,0050005000500050005000500050005000500050,1.750987E-13,0050005000500050005000500050005000500050
26,1.1110215E-11,0050005000500050005000500050005000500050,4.515315E-12,0050005000500050005000500050005000500050
27,7.0269866E-11,0050005000500050005000500050005000500050,7.3773244E-12,0050005000500050005000500050005000500050
28,2.4280614E-11,0050005000500050005000500050005000500050,7.7745584E-13,0050005000500050005000500050005000500050
29,1.402276E-11,0050005000500050005000500050005000500050,2.0513783E-11,0050005000500050005000500050005000500050
0,1.2961584E-13,0050005000500050005000500050005000500050,1.5386667E-13,0050005000500050005000500050005000500050
1,3.2811012E-13,0050005000500050005000500050005000500050,4.906852E-12,0050005000500050005000500050005000500050
2,3.294818E-13,0050005000500050005000500050005000500050,3.6227041E-12,0050005000500050005000500050005000500050
3,2.135005E-13,0050005000500050005000500050005000500050,7.958023E-12,0050005000500050005000500050005000500050
4,1.0592198E-12,0050005000500050005000500050005000500050,3.0533859E-12,0050005000500050005000500050005000500050
5,1.2501928E-13,0050005000500050005000500050005000500050,1.2290947E-13,0050005000500050005000500050005000500050
6,2.463153E-12,0050005000500050005000500050005000500050,1.986181E-11,0050005000500050005000500050005000500050
7,7.0790084E-12,0050005000500050005000500050005000500050,5.111113E-12,0050005000500050005000500050005000500050
8,9.652415E-12,0050005000500050005000500050005000500050,2.7245982E-11,0050005000500050005000500050005000500050
9,1.2468898E-13,0050005000500050005000500050005000500050,1.3187841E-13,0050005000500050005000500050005000500050
10,1.9718734E-11,0050005000500050005000500050005000500050,8.045656E-12,0050005000500050005000500050005000500050
11,1.1833736E-13,0050005000500050005000500050005000500050,1.2632175E-13,0050005000500050005000500050005000500050
12,1.1456094E-13,0050005000500050005000500050005000500050,1.3173097E-13,0050005000500050005000500050005000500050
13,1.5157453E-13,0050005000500050005000500050005000500050,2.1663368E-13,0050005000500050005000500050005000500050
14,4.4498363E-12,0050005000500050005000500050005000500050,9.608859E-11,0050005000500050005000500050005000500050
15,7.182004E-13,0050005000500050005000500050005000500050,3.1797107E-13,0050005000500050005000500050005000500050
16,1.8977675E-11,0050005000500050005000500050005000500050,1.317043E-11,0050005000500050005000500050005000500050
17,2.991858E-13,0050005000500050005000500050005000500050,3.7644781E-13,0050005000500050005000500050005000500050
18,1.1379618E-13,0050005000500050005000500050005000500050,1.1106894E-13,0050005000500050005000500050005000500050
19,2.2325315E-13,0050005000500050005000500050005000500050,3.2425527E-13,0050005000500050005000500050005000500050
20,1.9027764E-13,0050005000500050005000500050005000500050,3.9672958E-13,0050005000500050005000500050005000500050
21,4.4497873E-12,0050005000500050005000500050005000500050,9.608761E-11,0050005000500050005000500050005000500050
22,2.1845607E-13,0050005000500050005000500050005000500050,1.3097903E-12,0050005000500050005000500050005000500050
23,1.5587023E-12,0050005000500050005000500050005000500050,2.7447217E-10,0050005000500050005000500050005000500050
24,1.4845345E-11,0050005000500050005000500050005000500050,6.27499E-11,0050005000500050005000500050005000500050
25,1.750987E-13,0050005000500050005000500050005000500050,1.8237934E-13,0050005000500050005000500050005000500050
26,4.515315E-12,0050005000500050005000500050005000500050,1.6522268E-11,0050005000500050005000500050005000500050
27,7.3773244E-12,0050005000500050005000500050005000500050,4.625557E-11,0050005000500050005000500050005000500050
28,7.7745584E-13,0050005000500050005000500050005000500050,1.3871604E-11,0050005000500050005000500050005000500050
29,2.0513783E-11,0050005000500050005000500050005000500050,1.0129213E-11,0050005000500050005000500050005000500050
0,1.5386667E-13,0050005000500050005000500050005000500050,1.2805122E-13,0050005000500050005000500050005000500050
1,4.906852E-12,0050005000500050005000500050005000500050,8.657017E-12,0050005000500050005000500050005000500050
2,3.6227041E-12,0050005000500050005000500050005000500050,6.251516E-12,0050005000500050005000500050005000500050
3,7.958023E-12,0050005000500050005000500050005000500050,6.4233644E-12,0050005000500050005000500050005000500050
4,3.0533859E-12,0050005000500050005000500050005000500050,9.358808E-13,0050005000500050005000500050005000500050
5,1.2290947E-13,0050005000500050005000500050005000500050,1.7659328E-13,0050005000500050005000500050005000500050
6,1.986181E-11,0050005000500050005000500050005000500050,1.7575986E-11,0050005000500050005000500050005000500050
7,5.111113E-12,0050005000500050005000500050005000500050,2.222909E-12,0050005000500050005000500050005000500050
8,2.7245982E-11,0050005000500050005000500050005000500050,3.830024E-11,0050005000500050005000500050005000500050
9,1.3187841E-13,0050005000500050005000500050005000500050,1.4802793E-13,0050005000500050005000500050005000500050
10,8.045656E-12,0050005000500050005000500050005000500050,2.0583518E-11,0050005000500050005000500050005000500050
11,1.2632175E-13,0050005000500050005000500050005000500050,1.3295177E-13,0050005000500050005000500050005000500050
12,1.3173097E-13,0050005000500050005000500050005000500050,1.3440543E-13,0050005000500050005000500050005000500050
13,2.1663368E-13,0050005000500050005000500050005000500050,1.4561694E-13,0050005000500050005000500050005000500050
14,9.608859E-11,0050005000500050005000500050005000500050,1.7596745E-10,0050005000500050005000500050005000500050
15,3.1797107E-13,0050005000500050005000500050005000500050,8.6984505E-13,0050005000500050005000500050005000500050
16,1.317043E-11,0050005000500050005000500050005000500050,6.801744E-11,0050005000500050005000500050005000500050
17,3.7644781E-13,0050005000500050005000500050005000500050,6.1396255E-13,0050005000500050005000500050005000500050
18,1.1106894E-13,0050005000500050005000500050005000500050,1.3452261E-13,0050005000500050005000500050005000500050
19,3.2425527E-13,0050005000500050005000500050005000500050,2.8138768E-13,0050005000500050005000500050005000500050
20,3.9672958E-13,0050005000500050005000500050005000500050,7.669754E-13,0050005000500050005000500050005000500050
21,9.608761E-11,0050005000500050005000500050005000500050,1.7596562E-10,0050005000500050005000500050005000500050
22,1.3097903E-12,0050005000500050005000500050005000500050,1.932336E-12,0050005000500050005000500050005000500050
23,2.7447217E-10,0050005000500050005000500050005000500050,1.796778E-10,0050005000500050005000500050005000500050
24,6.27499E-11,0050005000500050005000500050005000500050,1.274364E-10,0050005000500050005000500050005000500050
25,1.8237934E-13,0050005000500050005000500050005000500050,1.2283767E-13,0050005000500050005000500050005000500050
26,1.6522268E-11,0050005000500050005000500050005000500050,2.1743477E-11,0050005000500050005000500050005000500050
27,4.625557E-11,0050005000500050005000500050005000500050,8.097582E-11,0050005000500050005000500050005000500050
28,1.3871604E-11,0050005000500050005000500050005000500050,2.4484562E-11,0050005000500050005000500050005000500050
29,1.0129213E-11,0050005000500050005000500050005000500050,1.6874796E-12,0050005000500050005000500050005000500050
0,1.2805122E-13,0050005000500050005000500050005000500050,1.1570722E-13,0050005000500050005000500050005000500050
1,8.657017E-12,0050005000500050005000500050005000500050,6.521351E-12,0050005000500050005000500050005000500050
2,6.251516E-12,0050005000500050005000500050005000500050,5.2929063E-12,0050005000500050005000500050005000500050
3,6.4233644E-12,0050005000500050005000500050005000500050,1.7492067E-12,0050005000500050005000500050005000500050
4,9.358808E-13,0050005000500050005000500050005000500050,3.9756954E-13,0050005000500050005000500050005000500050
5,1.7659328E-13,0050005000500050005000500050005000500050,2.1684454E-13,0050005000500050005000500050005000500050
6,1.7575986E-11,0050005000500050005000500050005000500050,9.478891E-12,0050005000500050005000500050005000500050
7,2.222909E-12,0050005000500050005000500050005000500050,4.569252E-12,0050005000500050005000500050005000500050
8,3.830024E-11,0050005000500050005000500050005000500050,1.441679E-11,0050005000500050005000500050005000500050
9,1.4802793E-13,0050005000500050005000500050005000500050,1.4124352E-13,0050005000500050005000500050005000500050
10,2.0583518E-11,0050005000500050005000500050005000500050,2.858026E-11,0050005000500050005000500050005000500050
11,1.3295177E-13,0050005000500050005000500050005000500050,1.1825926E-13,0050005000500050005000500050005000500050
12,1.3440543E-13,0050005000500050005000500050005000500050,1.1669385E-13,0050005000500050005000500050005000500050
13,1.4561694E-13,0050005000500050005000500050005000500050,1.13324016E-13,0050005000500050005000500050005000500050
14,1.7596745E-10,0050005000500050005000500050005000500050,1.3090379E-10,0050005000500050005000500050005000500050
15,8.6984505E-13,0050005000500050005000500050005000500050,1.2876258E-12,0050005000500050005000500050005000500050
16,6.801744E-11,0050005000500050005000500050005000500050,4.9261692E-11,0050005000500050005000500050005000500050
17,6.1396255E-13,0050005000500050005000500050005000500050,7.050159E-13,0050005000500050005000500050005000500050
18,1.3452261E-13,0050005000500050005000500050005000500050,1.4459865E-13,0050005000500050005000500050005000500050
19,2.8138768E-13,0050005000500050005000500050005000500050,2.6035904E-13,0050005000500050005000500050005000500050
20,7.669754E-13,0050005000500050005000500050005000500050,6.93285E-13,0050005000500050005000500050005000500050
21,1.7596562E-10,0050005000500050005000500050005000500050,1.3090241E-10,0050005000500050005000500050005000500050
22,1.932336E-12,0050005000500050005000500050005000500050,1.2218124E-12,0050005000500050005000500050005000500050
23,1.796778E-10,0050005000500050005000500050005000500050,2.0270438E-11,0050005000500050005000500050005000500050
24,1.274364E-10,0050005000500050005000500050005000500050,1.279573E-10,0050005000500050005000500050005000500050
25,1.2283767E-13,0050005000500050005000500050005000500050,1.32042E-13,0050005000500050005000500050005000500050
26,2.1743477E-11,0050005000500050005000500050005000500050,9.890712E-12,0050005000500050005000500050005000500050
27,8.097582E-11,0050005000500050005000500050005000500050,6.813037E-11,0050005000500050005000500050005000500050
28,2.4484562E-11,0050005000500050005000500050005000500050,1.9327899E-11,0050005000500050005000500050005000500050
29,1.6874796E-12,0050005000500050005000500050005000500050,1.7474952E-11,0050005000500050005000500050005000500050
0,1.1570722E-13,0050005000500050005000500050005000500050,1.3642386E-13,0050005000500050005000500050005000500050
1,6.521351E-12,0050005000500050005000500050005000500050,4.189407E-12,0050005000500050005000500050005000500050
2,5.2929063E-12,0050005000500050005000500050005000500050,4.0671485E-12,0050005000500050005000500050005000500050
3,1.7492067E-12,0050005000500050005000500050005000500050,2.7370643E-12,0050005000500050005000500050005000500050
4,3.9756954E-13,0050005000500050005000500050005000500050,1.4745939E-12,0050005000500050005000500050005000500050
5,2.1684454E-13,0050005000500050005000500050005000500050,2.3644368E-13,0050005000500050005000500050005000500050
6,9.478891E-12,0050005000500050005000500050005000500050,7.576367E-12,0050005000500050005000500050005000500050
7,4.569252E-12,0050005000500050005000500050005000500050,5.093854E-12,0050005000500050005000500050005000500050
8,1.441679E-11,0050005000500050005000500050005000500050,1.0832929E-11,0050005000500050005000500050005000500050
9,1.4124352E-13,0050005000500050005000500050005000500050,1.3361587E-13,0050005000500050005000500050005000500050
10,2.858026E-11,0050005000500050005000500050005000500050,1.9831458E-11,0050005000500050005000500050005000500050
11,1.1825926E-13,0050005000500050005000500050005000500050,1.2310818E-13,0050005000500050005000500050005000500050
12,1.1669385E-13,0050005000500050005000500050005000500050,1.1371907E-13,0050005000500050005000500050005000500050
