Run,Fitness1,Solution1,Fitness2,Solution2
23,4042.973,0050004400510030003800490048006600470047,1386.0603,0050004600510039004500520050005900530047
24,234.25577,0050005100520049005100540052005100520047,138.82343,0050005100510049004900530052005000520047
25,1090.0355,0050005000530050004500510050005000500047,1888.6552,0050005000530069004700500050005100520048
26,181.12573,0050005000530048004600530051005100530048,125.275566,0050005000520051004800530051005000520048
27,486.7848,0050005000510048004600530051004900510047,1531.901,0050005000520054004700530051004900520047
28,756.89606,0050004900530061004500510051005000490048,278.8366,0050005000520056004800530051005000520048
29,2701.3936,0050005100530051004600650052006600490048,808.82574,0050005000510053004600560052005900510048
0,262.45898,0050005000530050005300530052005100520048,155.48941,0050005000500051004900530050005200520048
1,849.54626,0050005000520054004700530051005000520047,975.3804,0050005000520056004800530051005000530048
2,583.10583,0050004800530066004200520052004900510048,177.64615,0050005000510047005100540049005000530048
3,423.34427,0050004900520054004600520053005000510048,213.17932,0050005000520052004800530051005000520048
4,159.48029,0050005000510050004700530052005000530047,144.38344,0050005000520051004800530051005000520048
5,447.98547,0050005100520052004700530052005100520047,491.5085,0050005000510051004800520051005000520047
6,377.4856,0050005000540051004900550052005100510047,298.4991,0050005000510051004900540051004900530048
7,1187.7236,0050005000510055004800530051005100510047,1317.6582,0050005000450057004800530051005000530048
8,497.703,0050005100520054004700530051005000520047,219.05066,0050005100510052004800540051005000520048
9,165.10963,0050005000530050004500520052005000510047,154.62442,0050005000510052004900530051004900530048
10,992.2337,0050005100520055004800530051005100520047,976.692,0050005100520057004800540051004900530048
11,142.42012,0050005100510050005100540051005100520047,117.88563,0050005100510049004800530050005000520048
12,293.5713,0050005100530048005100550050005100530047,132.82077,0050005100510049004900530051005000520047
13,180.22873,0050005000530049005100540051004900520047,301.01346,0050005000490052004900540051004700520048
14,174.73792,0050005000520050004800530052005100520047,166.225,0050005000510051004800530051005000530048
15,2395.7427,0050004900520068003600490053004900500049,1166.0355,0050005000450048004700520051005000520048
16,1858.361,0050005000520053004600530051004900520047,2553.095,0050005000520051004600520051004900520048
17,141.7233,0050005000510050004900530051005000520048,148.99416,0050005000520050004800530052005100530049
18,432.7314,0050005100530047005300550050005100520047,133.09193,0050005100510048004900530051005000520048
19,521.62524,0050005000520052004700530052005000520047,664.6571,0050005000510051004800530052005000530048
20,139.20432,0050005100520050005000530051005000520047,107.91602,0050005000510050004900530051005000520048
21,498.09195,0050005000520056004400510052005000510048,175.30188,0050005000510052004800530051005000530048
22,228.14008,0050005100520052004800530051005000520047,159.63644,0050005000510051004800530051005100520048
23,1386.0603,0050004300510029003900490049006300510047,1211.5797,0050004900520064004900550052005400530048
24,138.82343,0050005100520049005100540052005100520047,162.28798,0050005000500050004700520051005000510047
25,1888.6552,0050005000540063004500480049005100510048,240.47328,0050005000510055004800530051005100530048
26,125.275566,0050005000530050004700530051005000520048,115.91395,0050005000510051004900540051005000510048
27,1531.901,0050005000520052004600530051004900520047,2278.4355,0050005000520051004600530051004900520048
28,278.8366,0050004900520061004600510051005000510048,182.56139,0050005000510048005000540051005000530048
29,808.82574,0050005100530053004600680053006300500048,537.9215,0050005000500050004500450051005500520048
0,155.48941,0050005000520051005100530051005100520048,167.5215,0050005000490052004600530049005100510048
1,975.3804,0050005000520059004800530051005000530047,896.03796,0050005000520050004800530051005000520048
2,177.64615,0050004900520059004600530051005000520048,951.94025,0050005100500038005400540048005100530048
3,213.17932,0050004900520057004700530052005000520048,208.92416,0050005000510046004800530050005000510047
4,144.38344,0050005000510051004800530051005000530048,121.3974,0050005000520051004900530050005000520048
5,491.5085,0050005100520054004800530052005000520047,509.92358,0050005000510047004800510051005000520048
6,298.4991,0050005000530052004900540051005000530048,177.37643,0050005000500049004800530050005000510048
7,1317.6582,0050005000470060004800530051005000520047,1045.8956,0050005000460050004800530051005000520048
8,219.05066,0050005100520058004800530051005000530047,268.87534,0050005000510045004800530050005000510048
9,154.62442,0050005000520051004700530051005000520048,146.16713,0050005000510052005000540050004900530048
10,976.692,0050005100520061004800530051005000530048,799.35657,0050005100520050004800530051005000520048
11,117.88563,0050005100510049005000530051005100520047,124.07662,0050005000510050004700530050005000510048
12,132.82077,0050005100520045005000540051005000530047,146.65134,0050005000500053004800530052005000510048
13,301.01346,0050005000510051005000540051004800520047,390.1007,0050005100490052004800530051004800520048
14,166.225,0050005000520051004800530052005000530048,137.54,0050005000510050004900530050005000510047
15,1166.0355,0050004900480067004300510052005000510048,2644.3113,0050005000450032005100530051005100520049
16,2553.095,0050005000520057004700520051004900520047,2624.2632,0050005000520044004500510051004900510048
17,148.99416,0050005000510050004800530052005100530049,128.98221,0050005000520051004800530052005100520048
18,133.09193,0050005100520043005100540051005000520047,176.33167,0050005000500054004700520051005000510048
19,664.6571,0050005000510054004800530052005000530047,618.51086,0050005000510048004700520052005000510048
20,107.91602,0050005100510050004900530051005000520047,110.88098,0050005000510051004800530051005000510048
21,175.30188,0050005000520058004600520052005000520048,234.96985,0050005000510046005000540050005000530048
22,159.63644,0050005100520054004800530051005100530048,139.44028,0050005000510049004900540050005100520048
23,1211.5797,0050004600510039004500520050005900530047,4818.1406,0050005200520080005200580053004700530049
24,162.28798,0050005100510049004900530052005000520047,214.18747,0050005000500051004700520051005000510048
25,240.47328,0050005000530069004700500050005100520048,721.14465,0050005000500039004800530052005100510048
26,115.91395,0050005000520051004800530051005000520048,122.23781,0050005100500052005000540051005000510048
27,2278.4355,0050005000520054004700530051004900520047,2240.8699,0050005000520046004500520051004900510048
28,182.56139,0050005000520056004800530051005000520048,581.0128,0050005100500041005100550051005000530048
29,537.9215,0050005000510053004600560052005900510048,1489.6061,0050004900500047004600350050004800530048
0,167.5215,0050005000500051004900530050005200520048,195.78452,0050005000490051004600530050005100510048
1,896.03796,0050005000520056004800530051005000530048,693.86804,0050005000510046004700530051005000510048
2,951.94025,0050005000510047005100540049005000530048,859.9807,0050005100500039005400540048005100530048
3,208.92416,0050005000520052004800530051005000520048,290.19412,0050005000510044004800530050005100500047
4,121.3974,0050005000520051004800530051005000520048,97.1795,0050005000520051005000540050005000510049
5,509.92358,0050005000510051004800520051005000520047,413.24005,0050005000510045004700520051005100520048
6,177.37643,0050005000510051004900540051004900530048,164.77719,0050005000500047004700530050005200490048
7,1045.8956,0050005000450057004800530051005000530048,690.34045,0050005000510045004800530051005000510048
8,268.87534,0050005100510052004800540051005000520048,444.95047,0050005000510042004700530050005100510048
9,146.16713,0050005000510052004900530051004900530048,136.67143,0050005000500051005100540050005000520048
10,799.35657,0050005100520057004800540051004900530048,653.09644,0050005000510045004800530051005100510048
11,124.07662,0050005100510049004800530050005000520048,133.52954,0050005000510050004700530050005000510048
12,146.65134,0050005100510049004900530051005000520047,171.41844,0050005000500054004700520051005000510048
13,390.1007,0050005000490052004900540051004700520048,321.45898,0050005000500051004900530051004900520048
14,137.54,0050005000510051004800530051005000530048,139.22711,0050005100510049004900530049005100500046
15,2644.3113,0050005000450048004700520051005000520048,2333.2537,0050005100460032005200540051005100520049
16,2624.2632,0050005000520051004600520051004900520048,1603.0308,0050005000510041004500510050004900500048
17,128.98221,0050005000520050004800530052005100530049,110.32143,0050005000510050004900530051005000510047
18,176.33167,0050005100510048004900530051005000520048,243.01225,0050005000500055004700520051005000510048
19,618.51086,0050005000510051004800530052005000530048,404.48828,0050005000510046004700520051005100490048
20,110.88098,0050005000510050004900530051005000520048,124.77441,0050005000510051004800530051005000510048
21,234.96985,0050005000510052004800530051005000530048,326.07993,0050005000510044005000540050005000520047
22,139.44028,0050005000510051004800530051005100520048,152.46777,0050005000510047004900540050005100510048
23,4818.1406,0050004900520064004900550052005400530048,3360.2578,0050005300520074005300580053004400530049
24,214.18747,0050005000500050004700520051005000510047,197.56241,0050005000500051004800530051005000520048
25,721.14465,0050005000510055004800530051005100530048,1443.5925,0050005000510034004700540052005000500047
26,122.23781,0050005000510051004900540051005000510048,109.03234,0050005100500051005000540051005000510048
27,2240.8699,0050005000520051004600530051004900520048,1238.593,0050005000510044004500520050004900500048
28,581.0128,0050005000510048005000540051005000530048,499.37363,0050005100500042005100550051005000530048
29,1489.6061,0050005000500050004500450051005500520048,1564.8917,0050005000500047004600350050004500520048
0,195.78452,0050005000490052004600530049005100510048,89.58148,0050005000510050004900530050005000510048
1,693.86804,0050005000520050004800530051005000520048,375.75732,0050005100520043004800530050005100510048
2,859.9807,0050005100500038005400540048005100530048,471.497,0050005100510041005000540050005100520048
3,290.19412,0050005000510046004800530050005000510047,315.23383,0050005000510044004700530051005100500047
4,97.1795,0050005000520051004900530050005000520048,89.51065,0050005100520050005000540049005000500049
5,413.24005,0050005000510047004800510051005000520048,305.17603,0050005000510044004800520050005100520048
6,164.77719,0050005000500049004800530050005000510048,158.2856,0050005000500047004800520050005200480048
7,690.34045,0050005000460050004800530051005000520048,525.4571,0050005100550042004900530050005100500048
8,444.95047,0050005000510045004800530050005000510048,583.7421,0050005000520040004800520049005100510048
9,136.67143,0050005000510052005000540050004900530048,130.12376,0050005100510049005100540050005000520049
10,653.09644,0050005100520050004800530051005000520048,458.5297,0050005000520041004900530050005100510048
11,133.52954,0050005000510050004700530050005000510048,86.93085,0050005000510051004900530050005000510048
12,171.41844,0050005000500053004800530052005000510048,161.60251,0050005000510054004900530050005000520048
13,321.45898,0050005100490052004800530051004800520048,130.06258,0050005000520049005100540050005100520048
14,139.22711,0050005000510050004900530050005000510047,119.15752,0050005100510049005000530049005100500047
15,2333.2537,0050005000450032005100530051005100520049,1405.7769,0050005100510035004900540050005100510049
16,1603.0308,0050005000520044004500510051004900510048,984.30066,0050005100510040004600510050004900500048
17,110.32143,0050005000520051004800530052005100520048,115.42653,0050005100510050005000530049005000500047
18,243.01225,0050005000500054004700520051005000510048,232.03964,0050005000510056004900530050005000510048
19,404.48828,0050005000510048004700520052005000510048,296.70294,0050005000520045004700520050005100480048
20,124.77441,0050005000510051004800530051005000510048,89.2464,0050005000510051004900530050005000510048
21,326.07993,0050005000510046005000540050005000530048,317.41568,0050005100520044004900540050005000520048
22,152.46777,0050005000510049004900540050005100520048,164.39696,0050005000510046004900540050005100510048
23,3360.2578,0050005200520080005200580053004700530049,1299.8964,0050005300520065004900560050004800520049
24,197.56241,0050005000500051004700520051005000510048,117.36089,0050005100520050005100530050005000520048
25,1443.5925,0050005000500039004800530052005100510048,1722.2373,0050005000520032004700520050004900490048
26,109.03234,0050005100500052005000540051005000510048,102.16258,0050005100510050005000540050005000510048
27,1238.593,0050005000520046004500520051004900510048,634.4192,0050005100510044004600520050005000500048
28,499.37363,0050005100500041005100550051005000530048,289.53705,0050005100510044005000540050005000520048
29,1564.8917,0050004900500047004600350050004800530048,357.755,0050005000510047004800430050004800510048
0,89.58148,0050005000490051004600530050005100510048,152.74533,0050005000530050005200530050005000520049
1,375.75732,0050005000510046004700530051005000510048,692.42456,0050005100520044004800530050005000510048
2,471.497,0050005100500039005400540048005100530048,192.16982,0050005100520049004600530051005000510049
3,315.23383,0050005000510044004800530050005100500047,158.93347,0050005100510047004700520052005000510049
4,89.51065,0050005000520051005000540050005000510049,89.704155,0050005100520050005000530049005000510049
5,305.17603,0050005000510045004700520051005100520048,413.4253,0050005000520047004800520050005100520048
6,158.2856,0050005000500047004700530050005200490048,99.68259,0050005000510048004900520049005100490049
7,525.4571,0050005000510045004800530051005000510048,789.70557,0050005100570044004900530050005100510048
8,583.7421,0050005000510042004700530050005100510048,367.9555,0050005000520044004800520049005000510048
9,130.12376,0050005000500051005100540050005000520048,128.17047,0050005100520049005100540049005100510049
10,458.5297,0050005000510045004800530051005100510048,697.7706,0050005000520043004900530050005100520048
11,86.93085,0050005000510050004700530050005000510048,118.625206,0050005000520052005100530050005000520048
12,161.60251,0050005000500054004700520051005000510048,167.33307,0050005000520053005100530050005000520048
13,130.06258,0050005000500051004900530051004900520048,337.45953,0050005000540049005200540050005200510048
14,119.15752,0050005100510049004900530049005100500046,89.88529,0050005100520050005000530049005000510049
15,1405.7769,0050005100460032005200540051005100520049,390.31656,0050005100550045004500520050005000510048
16,984.30066,0050005000510041004500510050004900500048,2790.606,0050005100510044004800510050004900510048
17,115.42653,0050005000510050004900530051005000510047,103.35212,0050005100510051005000530049005000510048
18,232.03964,0050005000500055004700520051005000510048,211.06377,0050005000530054005200540050005000520048
19,296.70294,0050005000510046004700520051005100490048,754.2666,0050005100520048004800520050005000500048
20,89.2464,0050005000510051004800530051005000510048,106.17406,0050005000520051005000530050005000520048
21,317.41568,0050005000510044005000540050005000520047,141.43365,0050005100520047004800530051005000510049
22,164.39696,0050005000510047004900540050005100510048,117.098694,0050005000520048005000530050005000510048
23,1299.8964,0050005300520074005300580053004400530049,391.28476,0050005300520050004600530049005600520048
24,117.36089,0050005000500051004800530051005000520048,264.3094,0050005100530051005300540050005100520048
25,1722.2373,0050005000510034004700540052005000500047,670.36066,0050005000530040004600500049005000500048
26,102.16258,0050005100500051005000540051005000510048,116.599396,0050005100520050005000540049005000520048
27,634.4192,0050005000510044004500520050004900500048,2394.8406,0050005100510047004800520050005000510048
28,289.53705,0050005100500042005100550051005000530048,109.42605,0050005100520050004800530050005000510049
29,357.755,0050005000500047004600350050004500520048,116.074005,0050005000530050005000530050005200510049
0,152.74533,0050005000510050004900530050005000510048,224.3941,0050005000540050005200530050004900520049
1,692.42456,0050005100520043004800530050005100510048,943.71155,0050005100520050004800530051005000520048
2,192.16982,0050005100510041005000540050005100520048,334.10962,0050005100530055004600530050004900510049
3,158.93347,0050005000510044004700530051005100500047,93.835,0050005100520051004800520051005000520049
4,89.704155,0050005100520050005000540049005000500049,97.57595,0050005100510050005000530050005000510049
5,413.4253,0050005000510044004800520050005100520048,540.445,0050005000520050004800520051005100510047
6,99.68259,0050005000500047004800520050005200480048,120.76543,0050005100520050005000520049005000520049
7,789.70557,0050005100550042004900530050005100500048,818.50073,0050005100570050004800530050005000520047
8,367.9555,0050005000520040004800520049005100510048,274.1379,0050005000520051004800520050005000520048
9,128.17047,0050005100510049005100540050005000520049,132.6217,0050005100520050005000540050005100500049
10,697.7706,0050005000520041004900530050005100510048,919.68774,0050005000520050004900520050005100520048
11,118.625206,0050005000510051004900530050005000510048,151.00908,0050005000530052005100530050005100520048
12,167.33307,0050005000510054004900530050005000520048,165.20477,0050005000530050005100540050005000520048
13,337.45953,0050005000520049005100540050005100520048,632.88135,0050005000550050005200540050005200510049
14,89.88529,0050005100510049005000530049005100500047,112.2048,0050005100520051005000530050005000520050
15,390.31656,0050005100510035004900540050005100510049,771.1729,0050005100580057004400510050004900510048
16,2790.606,0050005100510040004600510050004900500048,4485.4487,0050005100510050004700510050004900520047
17,103.35212,0050005100510050005000530049005000500047,98.035194,0050005100510051005000530049005000510048
18,211.06377,0050005000510056004900530050005000510048,197.11111,0050005000530050005200540050005000520048
19,754.2666,0050005000520045004700520050005100480048,1246.9,0050005100520051004800520051005000530047
20,106.17406,0050005000510051004900530050005000510048,129.37233,0050005000520051005000530050005000520049
21,141.43365,0050005100520044004900540050005000520048,95.94075,0050005100520051004700520051005000510049
22,117.098694,0050005000510046004900540050005100510048,100.71338,0050005000520050005000530050005000520049
23,391.28476,0050005300520065004900560050004800520049,1935.1752,0050005300520037004500510048006300510047
24,264.3094,0050005100520050005100530050005000520048,380.15265,0050005100540051005200550050005100510048
25,670.36066,0050005000520032004700520050004900490048,264.68243,0050005000540053004600490049005000520049
26,116.599396,0050005100510050005000540050005000510048,136.35489,0050005100530050004900530049005000520048
27,2394.8406,0050005100510044004600520050005000500048,3981.484,0050005100510051004700520050004900520048
28,109.42605,0050005100510044005000540050005000520048,228.83858,0050005100530055004700520050005000510049
29,116.074005,0050005000510047004800430050004800510048,1020.4348,0050005000540052005100610050005500500049
0,224.3941,0050005000530050005200530050005000520049,136.4303,0050005000520051005000530050005000510049
1,943.71155,0050005100520044004800530050005000510048,747.5187,0050005100520056004800530051005000520047
2,334.10962,0050005100520049004600530051005000510049,549.9132,0050005000510060004900520049005000520049
3,93.835,0050005100510047004700520052005000510049,197.2279,0050005100520055004900510050005000530050
4,97.57595,0050005100520050005000530049005000510049,102.34696,0050005100520051004900530050005000510048
5,540.445,0050005000520047004800520050005100520048,390.6789,0050005000510054004800530051005000520047
6,120.76543,0050005000510048004900520049005100490049,153.65155,0050005100520053005000520050005000530049
7,818.50073,0050005100570044004900530050005100510048,551.4984,0050005100500057004800530051005000520047
8,274.1379,0050005000520044004800520049005000510048,390.09818,0050005000520056004800520051005000520048
9,132.6217,0050005100520049005100540049005100510049,117.53485,0050005100520051004900540050005100500049
10,919.68774,0050005000520043004900530050005100520048,890.00037,0050005000520057004800520051005000520048
11,151.00908,0050005000520052005100530050005000520048,123.67955,0050005000520052004900540050005000520048
12,165.20477,0050005000520053005100530050005000520048,168.68282,0050005000520048004900540051005000520048
13,632.88135,0050005000540049005200540050005200510048,442.28198,0050005000530051005000540050005100510049
14,112.2048,0050005100520050005000530049005000510049,139.35834,0050005100520052004900530050005000520050
15,771.1729,0050005100550045004500520050005000510048,1408.6011,0050005100560065004500510050005000510048
16,4485.4487,0050005100510044004800510050004900510048,2919.0908,0050005000520056004600520051004900520047
17,98.035194,0050005100510051005000530049005000510048,109.923256,0050005100510051005000530050005000520049
18,197.11111,0050005000530054005200540050005000520048,222.64095,0050005000520047005000550051005000520048
19,1246.9,0050005100520048004800520050005000500048,912.1992,0050005000510053004800520052005000530047
20,129.37233,0050005000520051005000530050005000520048,107.15284,0050005000520051004900530050005000520048
21,95.94075,0050005100520047004800530051005000510049,198.70898,0050005100520055004700520050005000510050
22,100.71338,0050005000520048005000530050005000510048,141.66426,0050005000520053005000530050005000520049
23,1935.1752,0050005300520050004600530049005600520048,2386.8018,0050005200510031004500490049005800510047
24,380.15265,0050005100530051005300540050005100520048,260.34393,0050005100520051005000550050005000510048
25,264.68243,0050005000530040004600500049005000500048,1148.7266,0050005000530064004700480050005100530048
26,136.35489,0050005100520050005000540049005000520048,105.52789,0050005000520051004900530050005000520048
27,3981.484,0050005100510047004800520050005000510048,2543.9336,0050005100520054004600520051004900520047
28,228.83858,0050005100520050004800530050005000510049,394.09814,0050005100530058004800510050005000500049
29,1020.4348,0050005000530050005000530050005200510049,1797.3444,0050005100530054005100670050005400500049
0,136.4303,0050005000540050005200530050004900520049,156.12482,0050005000490051004700530050005100510048
1,747.5187,0050005100520050004800530051005000520048,592.25635,0050005000520059004800530051005000520048
2,549.9132,0050005100530055004600530050004900510049,374.25552,0050005000500057005300530048005100530048
3,197.2279,0050005100520051004800520051005000520049,236.49239,0050005100520056004900510049005000530049
4,102.34696,0050005100510050005000530050005000510049,105.39473,0050005000520051004900530050005000510048
5,390.6789,0050005000520050004800520051005100510047,189.01993,0050005000510053004800520051005100520048
6,153.65155,0050005100520050005000520049005000520049,113.630684,0050005000510052004900520050005000520049
7,551.4984,0050005100570050004800530050005000520047,720.47253,0050005000450060004800530051005000520048
8,390.09818,0050005000520051004800520050005000520048,341.85583,0050005000510057004800520051005000520048
9,117.53485,0050005100520050005000540050005100500049,123.84832,0050005100520051004800530050005000510049
10,890.00037,0050005000520050004900520050005100520048,849.49255,0050005000520061004800530051005000520048
11,123.67955,0050005000530052005100530050005100520048,114.20347,0050005000510051004800530050005000510048
12,168.68282,0050005000530050005100540050005000520048,176.28365,0050005000500047004800540051005000520048
13,442.28198,0050005000550050005200540050005200510049,272.2185,0050005000500051004800540050004900510048
14,139.35834,0050005100520051005000530050005000520050,126.89183,0050005000510052004900530050005000520049
15,1408.6011,0050005100580057004400510050004900510048,673.30743,0050005100520061004900510050005000510048
16,2919.0908,0050005100510050004700510050004900520047,1069.0176,0050005000520055004500520051004900510048
17,109.923256,0050005100510051005000530049005000510048,126.193634,0050005100510052004900530051005000520049
18,222.64095,0050005000530050005200540050005000520048,250.48557,0050005000500046004700540051005000520048
19,912.1992,0050005100520051004800520051005000530047,410.48962,0050005000500053004700520052005000520048
20,107.15284,0050005000520051005000530050005000520049,97.669075,0050005000510051004800530050005000510048
21,198.70898,0050005100520051004700520051005000510049,226.76506,0050005100520056004800510050005000510049
22,141.66426,0050005000520050005000530050005000520049,162.64873,0050005000520054004900530050005000520049
23,2386.8018,0050005300520037004500510048006300510047,827.07324,0050005100510038004900500050004900510048
24,260.34393,0050005100540051005200550050005100510048,175.99223,0050005000500051004800540050005000510048
25,1148.7266,0050005000540053004600490049005000520049,1251.8329,0050005000510065004800490051005000520048
26,105.52789,0050005100530050004900530049005000520048,90.21498,0050005000500051004900530051005000510048
27,2543.9336,0050005100510051004700520050004900520048,932.1596,0050005000520054004500520051004900510048
28,394.09814,0050005100530055004700520050005000510049,214.64917,0050005000520056004900520050005000510049
29,1797.3444,0050005000540052005100610050005500500049,1277.4678,0050005100520053004900640050005000510049
0,156.12482,0050005000520051005000530050005000510049,159.25807,0050005000490051004600530050005100510048
1,592.25635,0050005100520056004800530051005000520047,543.1159,0050005000510057004800530051005000520048
2,374.25552,0050005000510060004900520049005000520049,216.42111,0050004900500050005300530049005100540048
3,236.49239,0050005100520055004900510050005000530050,137.85394,0050005000510054004900520050005000520049
4,105.39473,0050005100520051004900530050005000510048,88.50246,0050005000520051004900530050005000510048
5,189.01993,0050005000510054004800530051005000520047,135.76521,0050005100510052004800520051005100520048
6,113.630684,0050005100520053005000520050005000530049,87.92487,0050005000510051004800530050005100490048
7,720.47253,0050005100500057004800530051005000520047,733.0518,0050005000460058004800530051005000510048
8,341.85583,0050005000520056004800520051005000520048,160.2108,0050005100510053004700530050005100510048
9,123.84832,0050005100520051004900540050005100500049,115.65487,0050005000510052004800530050005000510048
10,849.49255,0050005000520057004800520051005000520048,579.0814,0050005100510058004800530051005100520048
11,114.20347,0050005000520052004900540050005000520048,109.45201,0050005000500051004700530050005000510048
12,176.28365,0050005000520048004900540051005000520048,110.06971,0050005000500049004800530051005000520048
13,272.2185,0050005000530051005000540050005100510049,158.48813,0050005000490051004800530050004900520048
14,126.89183,0050005100520052004900530050005000520050,92.95195,0050005000510051004900530050005100500048
15,673.30743,0050005100560065004500510050005000510048,87.84626,0050005000480051005100530050005100520049
16,1069.0176,0050005000520056004600520051004900520047,441.12073,0050005000510052004500510050004900500048
17,126.193634,0050005100510051005000530050005000520049,97.8469,0050005000510051004900530050005000510049
18,250.48557,0050005000520047005000550051005000520048,133.67126,0050005000500048004700530051005000520048
19,410.48962,0050005000510053004800520052005000530047,155.08524,0050005000500052004700520051005100490048
20,97.669075,0050005000520051004900530050005000520048,101.49072,0050005000510051004800530050005000510048
21,226.76506,0050005100520055004700520050005000510050,129.22253,0050005000510054004900520050005000510048
22,162.64873,0050005000520053005000530050005000520049,121.15139,0050005000510053004900530050005000510048
23,827.07324,0050005200510031004500490049005800510047,205.67612,0050005000510052005100530050004600520049
24,175.99223,0050005100520051005000550050005000510048,131.154,0050005000500051004800530050005000520048
25,1251.8329,0050005000530064004700480050005100530048,360.45996,0050005000500058004800520051005000500048
26,90.21498,0050005000520051004900530050005000520048,84.596855,0050005000500051005000530051005000510048
27,932.1596,0050005100520054004600520051004900520047,419.33807,0050005000520051004500520050004900500048
28,214.64917,0050005100530058004800510050005000500049,83.371315,0050005000510051005000530050005000520048
29,1277.4678,0050005100530054005100670050005400500049,122.78609,0050005000500051004800530050004800520048
0,159.25807,0050005000490051004700530050005100510048,202.76256,0050005000500051004600530050005100520048
1,543.1159,0050005000520059004800530051005000520048,899.37915,0050005000510053004800530051005100510049
2,216.42111,0050005000500057005300530048005100530048,417.5995,0050005000500044005400540050005100540048
3,137.85394,0050005100520056004900510049005000530049,92.651405,0050005000510051004800530051005000510048
4,88.50246,0050005000520051004900530050005000510048,88.44401,0050005000510051004900530050005000510048
5,135.76521,0050005000510053004800520051005100520048,291.2806,0050005100510050004800530050005100520049
6,87.92487,0050005000510052004900520050005000520049,152.17358,0050005000500050004700530050005200480048
7,733.0518,0050005000450060004800530051005000520048,869.01227,0050005000500053004900530050005100510049
8,160.2108,0050005000510057004800520051005000520048,169.50302,0050005000510050004700540050005100510049
9,115.65487,0050005100520051004800530050005000510049,109.801125,0050005000500052004800530050005000520048
10,579.0814,0050005000520061004800530051005000520048,875.1272,0050005000510054004800530050005100510048
11,109.45201,0050005000510051004800530050005000510048,135.9563,0050005000500050004700520050005000510048
12,110.06971,0050005000500047004800540051005000520048,85.18537,0050005000500051004700520050005000520049
13,158.48813,0050005000500051004800540050004900510048,484.62042,0050005000500051004900530050005000520048
14,92.95195,0050005000510052004900530050005000520049,118.465324,0050005000510050004900530049005100500047
15,87.84626,0050005100520061004900510050005000510048,641.1106,0050005000470042005300540050005100520049
16,441.12073,0050005000520055004500520051004900510048,2664.6716,0050005000510048004500520050004900500049
17,97.8469,0050005100510052004900530051005000520049,80.52403,0050005000510051004900530050005000510048
18,133.67126,0050005000500046004700540051005000520048,93.757866,0050005000500051004700520050005000520049
19,155.08524,0050005000500053004700520052005000520048,669.58685,0050005000510050004700530050005100480049
20,101.49072,0050005000510051004800530050005000510048,130.96866,0050005000500051004800530050005000510048
21,129.22253,0050005100520056004800510050005000510049,97.26699,0050005000510051004900530050005000520048
22,121.15139,0050005000520054004900530050005000520049,85.10237,0050005000500051004900530050005000510048
23,205.67612,0050005100510038004900500050004900510048,1686.2025,0050005000510065005200560051004300520050
24,131.154,0050005000500051004800540050005000510048,238.88913,0050005000500051004800520050005000520048
25,360.45996,0050005000510065004800490051005000520048,196.19614,0050005000500047004700540050005000490047
26,84.596855,0050005000500051004900530051005000510048,82.083916,0050005000500052005000530051005000510048
27,419.33807,0050005000520054004500520051004900510048,2359.1714,0050005000510049004500530050005000500049
28,83.371315,0050005000520056004900520050005000510049,208.22675,0050005000500046005100540050005000520048
29,122.78609,0050005100520053004900640050005000510049,566.77826,0050005000500049004700420050004800520048
0,202.76256,0050005000490051004600530050005100510048,187.34381,0050005000520051004900530050005000520048
1,899.37915,0050005000510057004800530051005000520048,1063.9998,0050005000510048004700530051005000510049
2,417.5995,0050004900500050005300530049005100540048,371.88074,0050005100510044005000540050005000530048
3,92.651405,0050005000510054004900520050005000520049,151.10481,0050005000500048004800540052005100500047
4,88.44401,0050005000520051004900530050005000510048,101.12041,0050005000500051005000530050005000510048
5,291.2806,0050005100510052004800520051005100520048,431.76257,0050005000510050004900530050005100520049
6,152.17358,0050005000510051004800530050005100490048,173.78032,0050005000500050004800540050005100480048
7,869.01227,0050005000460058004800530051005000510048,1081.7692,0050005000550048004800530051005100510048
8,169.50302,0050005100510053004700530050005100510048,234.75967,0050005000510048004800540050005100510049
9,109.801125,0050005000510052004800530050005000510048,95.70145,0050005000500052004900530050005000520048
10,875.1272,0050005100510058004800530051005100520048,1142.9288,0050005000510048004900540051005100520048
11,135.9563,0050005000500051004700530050005000510048,123.27699,0050005000510051004900520050005000520048
12,85.18537,0050005000500049004800530051005000520048,98.27281,0050005000500053004800520050005000520049
13,484.62042,0050005000490051004800530050004900520048,742.3308,0050005000520051005000530050005100520048
14,118.465324,0050005000510051004900530050005100500048,133.79439,0050005100510050005000530048005100500047
15,641.1106,0050005000480051005100530050005100520049,823.9225,0050005000470041005200550050005100520049
16,2664.6716,0050005000510052004500510050004900500048,4620.7188,0050005000510048004700520050005000500049
17,80.52403,0050005000510051004900530050005000510049,82.65728,0050005000510051004900530049005000510048
18,93.757866,0050005000500048004700530051005000520048,129.79149,0050005000510054004800510050005000520049
19,669.58685,0050005000500052004700520051005100490048,1148.1101,0050005000510049004800530049005100480049
20,130.96866,0050005000510051004800530050005000510048,136.61539,0050005000510051004900530050005000520048
21,97.26699,0050005000510054004900520050005000510048,154.84698,0050005000510048004800540051005000520048
22,85.10237,0050005000510053004900530050005000510048,86.46837,0050005000500049004900530050005000510048
23,1686.2025,0050005000510052005100530050004600520049,1793.6797,0050005000510066005200580051004400520049
