,Indicator,Metaheuristic,Function,DRoC Type A,DRoC Type B,ERT Diversity,Critical Diversity,FRoC Type A,FRoC Type B,ERT Fitness,Critical Fitness,SRoC Type A,SRoC Type B,ERT Separation,Critical Separation,MRoC Type A,MRoC Type B,ERT Mobility,Critical Mobility,ntotal*,nshared*,Mean ID,Mean GC,SNID,EXPLORE%,INFEASIBLE%
1202,ERT Fitness,RingPSO,GeneralizedPrice2,-0.5302445203399614,0.4828115149145487,0.3093331273102769,-0.5037136119967425,0.587106203292114,0.4016470832709208,1.0,-0.4756095837535932,-0.08368441427350846,0.22310683400955944,-0.2632052680803343,-0.3210825716591251,0.2355541519438191,0.16589833874244408,0.026614270466249146,-0.22310119243633642,0.07868259421812071,-0.22967468682137765,0.019675930913543683,-0.1493028832595149,-0.09216499797566084,0.09922677238458255,-0.10315060319753734
1203,Critical Fitness,RingPSO,GeneralizedPrice2,0.6616079875834703,-0.5344379592372243,-0.25194408536429114,0.6662341715864653,-0.4795804673312594,-0.9932499656141477,-0.4756095837535932,1.0,-0.05281638247118483,-0.048083256215922826,0.26826867833901624,0.32256909639939296,-0.09586012921159222,-0.5518300370224085,0.17965048154758753,0.6067479234965372,0.27927989442517603,0.46429100819409574,0.018538570794364627,-0.18549975471453709,0.002905235763824292,-0.5151203602704046,0.09466034600696872
1204,SRoC Type A,RingPSO,GeneralizedPrice2,0.09595399364582025,-0.16771564034719047,-0.043589354612470696,0.2282325174204389,-0.047727362305407306,0.06257147234678859,-0.08368441427350846,-0.05281638247118483,1.0,-0.1480316634697849,-0.18625914140041772,0.2057693082157496,0.04575289238507601,0.15260266671514436,-0.07108208306108157,-0.1832498246049691,0.1361674348273561,-0.11051621064598953,0.14462019812052382,0.09077953699008903,0.07155427087466988,-0.03255450566338665,-0.3431228432344407
1205,SRoC Type B,RingPSO,GeneralizedPrice2,-0.06976494375621745,0.2908909809925789,-0.014928293040166745,-0.1557760439546443,0.06012945882610211,0.026177127446655308,0.22310683400955944,-0.048083256215922826,-0.1480316634697849,1.0,-0.4050936618320647,-0.638826607155808,-0.10497203764714688,-0.07738468064828743,-0.09616784458032925,0.02052264985069397,0.08017741188376458,-0.22604301110453093,-0.08719629854918927,-0.20288994377151956,0.0018875263627745602,0.0957100410363464,0.15246203779343254
1206,ERT Separation,RingPSO,GeneralizedPrice2,0.07518620567791469,-0.10672822817872274,-0.26837459722824875,0.02394892469111128,-0.2302715441562025,-0.24829753191914888,-0.2632052680803343,0.26826867833901624,-0.18625914140041772,-0.4050936618320647,1.0,0.3028866232099745,-0.08091808375303848,-0.2581430399625659,0.27242299699037614,0.29491884215246456,-0.23731624084934036,0.06407519600423062,0.2108120562685046,-0.20635692895040356,-0.2197462147729134,-0.06336970478388533,0.005105611658110622
1207,Critical Separation,RingPSO,GeneralizedPrice2,0.3098956831543414,-0.38583704779030153,-0.07899990718879982,0.4534873410542586,-0.3592594440020122,-0.3154241856654039,-0.3210825716591251,0.32256909639939296,0.2057693082157496,-0.638826607155808,0.3028866232099745,1.0,0.3716434914801613,-0.06156103950876809,0.24567989774149693,0.05184922945259877,0.04534599013745048,0.1263914496046173,0.15232189193220624,0.024932661805967544,-0.014385236479672794,-0.2786483358160281,0.02438432662050409
1208,MRoC Type A,RingPSO,GeneralizedPrice2,0.11299872988515539,-0.026075435277260774,-0.02397098011040934,0.1181688944793858,0.0702369304347484,0.08342010743894661,0.2355541519438191,-0.09586012921159222,0.04575289238507601,-0.10497203764714688,-0.08091808375303848,0.3716434914801613,1.0,0.13887030438614734,0.4189332541620945,-0.26603015125276447,0.07288625557492306,-0.23818563238997567,-0.07127027855968261,-0.035856189479148676,0.0015145410494426025,0.09062196755194846,-0.009375785203594854
1209,MRoC Type B,RingPSO,GeneralizedPrice2,-0.36761181658414344,0.2500958393952027,0.397938655025065,-0.2906848574604995,0.17637451732290113,0.5288270803464011,0.16589833874244408,-0.5518300370224085,0.15260266671514436,-0.07738468064828743,-0.2581430399625659,-0.06156103950876809,0.13887030438614734,1.0,0.10068085319797203,-0.9066631595333261,-0.29805598142166856,-0.5193956264486903,-0.06050220215239825,0.1626127013023099,0.083758598151766,0.35536709694544694,-0.02719052010410933
1210,ERT Mobility,RingPSO,GeneralizedPrice2,0.14217792411277028,0.08363704840191674,0.2671233118019651,0.00857367669972061,-0.14040946412466898,-0.17251777535606935,0.026614270466249146,0.17965048154758753,-0.07108208306108157,-0.09616784458032925,0.27242299699037614,0.24567989774149693,0.4189332541620945,0.10068085319797203,1.0,-0.18644703044604807,-0.16501469642626931,-0.23552645881496237,0.038557690641678,-0.09428123438541051,-0.14388724215680285,0.023244312399395485,-0.07041733729374297
1211,Critical Mobility,RingPSO,GeneralizedPrice2,0.3386737065922622,-0.21777040119574825,-0.427126920932243,0.2758550737378123,-0.12153607189316866,-0.5846151587255106,-0.22310119243633642,0.6067479234965372,-0.1832498246049691,0.02052264985069397,0.29491884215246456,0.05184922945259877,-0.26603015125276447,-0.9066631595333261,-0.18644703044604807,1.0,0.22146624444071264,0.601489604320028,0.1263956441179983,-0.25826105560629625,-0.030983689983645576,-0.29731503554787975,-0.010442429730207831
1212,ntotal*,RingPSO,GeneralizedPrice2,0.39259636115517715,-0.2730773265696231,-0.14603869323016158,0.4520480700971001,-0.002841043294060695,-0.26442485233042734,0.07868259421812071,0.27927989442517603,0.1361674348273561,0.08017741188376458,-0.23731624084934036,0.04534599013745048,0.07288625557492306,-0.29805598142166856,-0.16501469642626931,0.22146624444071264,1.0,0.4420800769641288,-0.2274723991404041,0.04516700068114747,-0.2748518212336829,-0.5147358742173959,-0.17666893426082358
1213,nshared*,RingPSO,GeneralizedPrice2,0.2864599465324004,-0.4409693446974611,-0.36986087441230214,0.4179319618961379,0.0933035611543155,-0.43563883891666305,-0.22967468682137765,0.46429100819409574,-0.11051621064598953,-0.22604301110453093,0.06407519600423062,0.1263914496046173,-0.23818563238997567,-0.5193956264486903,-0.23552645881496237,0.601489604320028,0.4420800769641288,1.0,-0.26270241808760364,0.21681285052176819,0.02674052446301033,-0.293017793282745,-0.10418607954796813
1214,Mean ID,RingPSO,GeneralizedPrice2,-0.19714618100754958,0.2772417111921674,0.34185350061892833,-0.17421922165110584,-0.04214121880121461,-0.040826430280430655,0.019675930913543683,0.018538570794364627,0.14462019812052382,-0.08719629854918927,0.2108120562685046,0.15232189193220624,-0.07127027855968261,-0.06050220215239825,0.038557690641678,0.1263956441179983,-0.2274723991404041,-0.26270241808760364,1.0,-0.3291960397219561,-0.17988866423127273,-0.05842559119509542,0.0012611759031749092
1215,Mean GC,RingPSO,GeneralizedPrice2,-0.11407018256766786,-0.24443912643141638,0.08570585902715057,-0.020165437434115592,0.22946757973848167,0.21314773641213364,-0.1493028832595149,-0.18549975471453709,0.09077953699008903,-0.20288994377151956,-0.20635692895040356,0.024932661805967544,-0.035856189479148676,0.1626127013023099,-0.09428123438541051,-0.25826105560629625,0.04516700068114747,0.21681285052176819,-0.3291960397219561,1.0,0.006029901270256328,0.17432349645255793,0.07713227535627287
1216,SNID,RingPSO,GeneralizedPrice2,0.07693735064966867,-0.2596566380433686,-0.29929628940093256,0.16093394547422,-0.17458175286554387,-0.014847918058380937,-0.09216499797566084,0.002905235763824292,0.07155427087466988,0.0018875263627745602,-0.2197462147729134,-0.014385236479672794,0.0015145410494426025,0.083758598151766,-0.14388724215680285,-0.030983689983645576,-0.2748518212336829,0.02674052446301033,-0.17988866423127273,0.006029901270256328,1.0,0.07748742662965953,0.2671708883495591
1217,EXPLORE%,RingPSO,GeneralizedPrice2,-0.5478986770818608,0.5322464288331533,0.2251410793865734,-0.6690561865351818,0.5200700435454281,0.5229419248550586,0.09922677238458255,-0.5151203602704046,-0.03255450566338665,0.0957100410363464,-0.06336970478388533,-0.2786483358160281,0.09062196755194846,0.35536709694544694,0.023244312399395485,-0.29731503554787975,-0.5147358742173959,-0.293017793282745,-0.05842559119509542,0.17432349645255793,0.07748742662965953,1.0,-0.01105527986899027
1218,INFEASIBLE%,RingPSO,GeneralizedPrice2,-0.16018076766706016,0.11306149851359115,0.04627984229493718,-0.17523246535957535,0.03250970583439341,-0.11353797725330284,-0.10315060319753734,0.09466034600696872,-0.3431228432344407,0.15246203779343254,0.005105611658110622,0.02438432662050409,-0.009375785203594854,-0.02719052010410933,-0.07041733729374297,-0.010442429730207831,-0.17666893426082358,-0.10418607954796813,0.0012611759031749092,0.07713227535627287,0.2671708883495591,-0.01105527986899027,1.0
1219,DRoC Type A,VonNeumannPSO,GeneralizedPrice2,1.0,-0.1612115780780447,-0.40822108809667285,0.8219975158853873,0.1105847512929529,-0.06189442039598136,0.08458109618547976,0.08742723026825562,0.10358203607031155,0.04528757646764254,0.19914082251591,0.1669823371941871,-0.023266732003405444,-0.28627222322538515,-0.05457450124854809,0.41483595257083467,0.41026681683037164,-0.1151529698892759,0.23713179790569958,-0.2832268186322769,-0.09309174130055878,0.2173652628684657,0.20784960140494246
1220,DRoC Type B,VonNeumannPSO,GeneralizedPrice2,-0.1612115780780447,1.0,0.6845333839461224,-0.43642448365418096,0.007324431134351904,-0.1427598834473371,-0.0914660639814306,0.14584822006451661,0.05697674808879064,-0.03862989320593829,-0.08865518295952293,-0.07141616112042595,0.1460342651222711,0.27374701811749264,0.23002764705395082,-0.27573432300652667,0.014717833801479986,0.19658866239174563,-0.18917207661495333,0.40322638021487567,-0.0001622534626068965,0.1755942212771886,-0.2676190846566375
1221,ERT Diversity,VonNeumannPSO,GeneralizedPrice2,-0.40822108809667285,0.6845333839461224,1.0,-0.6502192168009884,0.051454080100343934,0.007818532281269734,0.13110320066380385,-0.024418526351261488,0.19523455399822834,-0.0733041155255545,0.143878745320584,-0.2771663430618011,0.057539279220918886,0.2559294286166087,0.17543832652428668,-0.30244890476927544,0.09238835750456528,-0.010790617929265217,-0.1731087127746592,0.3801341986631936,0.20532612233094694,0.008865276210719857,-0.15753142748753843
1222,Critical Diversity,VonNeumannPSO,GeneralizedPrice2,0.8219975158853873,-0.43642448365418096,-0.6502192168009884,1.0,0.20006845352040625,-0.08267348369645067,0.26375659563864007,0.07113019957882537,0.1122624530634616,-0.005529871508836189,0.3032941518426558,0.4293626485615594,-0.09736955571162909,-0.3894181453422649,-0.010703200443847722,0.5559476491110577,0.5785105068768321,-0.2890834448517696,0.11025292896819743,-0.41546033334931964,-0.37509156979840924,0.32640653136087816,0.3086620383989572
1223,FRoC Type A,VonNeumannPSO,GeneralizedPrice2,0.1105847512929529,0.007324431134351904,0.051454080100343934,0.20006845352040625,1.0,0.25149035503043815,0.539709434723072,-0.33700807119075826,0.4126150518588801,-0.03917988935282567,0.20782579849234906,0.1608842921932122,-0.0984388855555289,-0.16364206905146908,0.18925143316786402,0.11467782475706205,0.4360361961726501,-0.5061071752189094,-0.002338544620727158,-0.035572342347579916,-0.26847815611969533,0.2219432918048942,0.004314984263544614
1224,FRoC Type B,VonNeumannPSO,GeneralizedPrice2,-0.06189442039598136,-0.1427598834473371,0.007818532281269734,-0.08267348369645067,0.25149035503043815,1.0,0.2845911366773693,-0.9888405078785455,0.23350850837850828,-0.1295360125357638,0.10561315076193983,-0.007471117420052234,-0.2020934030872125,-0.13412184391786772,-0.3742186626470613,0.023549429675580817,-0.09232382258924622,-0.2889079037107786,-0.22727118894041345,-0.11902403731063278,0.010198144171256637,0.0423042549725364,0.013130035472019321
1225,ERT Fitness,VonNeumannPSO,GeneralizedPrice2,0.08458109618547976,-0.0914660639814306,0.13110320066380385,0.26375659563864007,0.539709434723072,0.2845911366773693,1.0,-0.39540673997350495,0.3558241753012533,-0.2136684776728929,0.4375542728719408,0.38661002963090024,-0.227316553020954,-0.23752456209573916,0.11757043316729754,0.2988418788514094,0.7004121071751443,-0.3991826058895243,-0.10275305911146655,-0.14819587005382875,-0.2459652812933051,0.12692668704459478,-0.16281096594324412
1226,Critical Fitness,VonNeumannPSO,GeneralizedPrice2,0.08742723026825562,0.14584822006451661,-0.024418526351261488,0.07113019957882537,-0.33700807119075826,-0.9888405078785455,-0.39540673997350495,1.0,-0.2736374282891548,0.13810950575912612,-0.12183605964833606,-0.04453939654786737,0.20524482917911216,0.15364978331860105,0.3237484060637345,-0.03383850402848088,0.019029575357327043,0.33324617094691344,0.2289489264511629,0.12123790040553795,0.023980783778448957,-0.03667966565054782,0.0010712308554686786
1227,SRoC Type A,VonNeumannPSO,GeneralizedPrice2,0.10358203607031155,0.05697674808879064,0.19523455399822834,0.1122624530634616,0.4126150518588801,0.23350850837850828,0.3558241753012533,-0.2736374282891548,1.0,0.01811681411585716,0.3443108115797994,0.3613839632299179,-0.028311954356026754,-0.2507590390774631,0.1258498303473082,0.2485444281707906,0.20451670699372942,-0.24753709845866523,0.050075105608468264,-0.13522462754320141,-0.585489037067062,0.2173673596878984,0.20380260712241244
1228,SRoC Type B,VonNeumannPSO,GeneralizedPrice2,0.04528757646764254,-0.03862989320593829,-0.0733041155255545,-0.005529871508836189,-0.03917988935282567,-0.1295360125357638,-0.2136684776728929,0.13810950575912612,0.01811681411585716,1.0,-0.6636417066829077,-0.1934999754606745,0.03158161685773232,-0.07505289930347771,0.21363918497863796,-0.019450318144755802,-0.12000359599864197,0.1293951028847602,-0.03657024831851955,0.4439185381401249,0.09764103540609531,0.06993497179781172,0.09541137271183907
1229,ERT Separation,VonNeumannPSO,GeneralizedPrice2,0.19914082251591,-0.08865518295952293,0.143878745320584,0.3032941518426558,0.20782579849234906,0.10561315076193983,0.4375542728719408,-0.12183605964833606,0.3443108115797994,-0.6636417066829077,1.0,0.295588474067646,-0.18405618348279304,-0.07482291086685139,-0.08802543753197246,0.28443955115064923,0.45671796121097846,-0.2076296581906335,0.09369075950912059,-0.3367457848339176,-0.34030262705187625,0.14877615587663579,0.15497780083453697
1230,Critical Separation,VonNeumannPSO,GeneralizedPrice2,0.1669823371941871,-0.07141616112042595,-0.2771663430618011,0.4293626485615594,0.1608842921932122,-0.007471117420052234,0.38661002963090024,-0.04453939654786737,0.3613839632299179,-0.1934999754606745,0.295588474067646,1.0,0.02075384853710247,-0.045444260141506286,0.3456553466085638,0.0959842746911127,0.3669329649565384,-0.22200028407019107,-0.06351114098815107,-0.19423631861554408,-0.47063894618834995,0.2885648894824214,0.16817892727752168
1231,MRoC Type A,VonNeumannPSO,GeneralizedPrice2,-0.023266732003405444,0.1460342651222711,0.057539279220918886,-0.09736955571162909,-0.0984388855555289,-0.2020934030872125,-0.227316553020954,0.20524482917911216,-0.028311954356026754,0.03158161685773232,-0.18405618348279304,0.02075384853710247,1.0,0.06532098887687596,0.5578776043837187,-0.12264958734318909,-0.17607673256451034,0.10683120581143737,-0.02770995233085326,-0.040396314025333634,0.05845855297184248,0.03857222259782248,0.039042320838066344
1232,MRoC Type B,VonNeumannPSO,GeneralizedPrice2,-0.28627222322538515,0.27374701811749264,0.2559294286166087,-0.3894181453422649,-0.16364206905146908,-0.13412184391786772,-0.23752456209573916,0.15364978331860105,-0.2507590390774631,-0.07505289930347771,-0.07482291086685139,-0.045444260141506286,0.06532098887687596,1.0,0.38734811810192876,-0.8979129012436461,-0.15181004810905238,0.2618003940332506,-0.3383949710563028,0.4115009490849996,0.2725231924576844,-0.2857481592532416,-0.17439412105186838
1233,ERT Mobility,VonNeumannPSO,GeneralizedPrice2,-0.05457450124854809,0.23002764705395082,0.17543832652428668,-0.010703200443847722,0.18925143316786402,-0.3742186626470613,0.11757043316729754,0.3237484060637345,0.1258498303473082,0.21363918497863796,-0.08802543753197246,0.3456553466085638,0.5578776043837187,0.38734811810192876,1.0,-0.38327561912636143,0.19329807580655128,0.06867020743302217,-0.179989432206329,0.11991692056465396,-0.17542210592507493,0.2576232338201589,-0.02490489065338527
1234,Critical Mobility,VonNeumannPSO,GeneralizedPrice2,0.41483595257083467,-0.27573432300652667,-0.30244890476927544,0.5559476491110577,0.11467782475706205,0.023549429675580817,0.2988418788514094,-0.03383850402848088,0.2485444281707906,-0.019450318144755802,0.28443955115064923,0.0959842746911127,-0.12264958734318909,-0.8979129012436461,-0.38327561912636143,1.0,0.3139127483805629,-0.24554447394827608,0.2779670874837646,-0.3589139901191147,-0.35429794465968356,0.2668088346981112,0.17989017994320974
1235,ntotal*,VonNeumannPSO,GeneralizedPrice2,0.41026681683037164,0.014717833801479986,0.09238835750456528,0.5785105068768321,0.4360361961726501,-0.09232382258924622,0.7004121071751443,0.019029575357327043,0.20451670699372942,-0.12000359599864197,0.45671796121097846,0.3669329649565384,-0.17607673256451034,-0.15181004810905238,0.19329807580655128,0.3139127483805629,1.0,-0.46396178523403436,-0.18346599589572757,-0.06546076891355783,-0.3014509203834691,0.3617754167807977,0.07777367100813952
1236,nshared*,VonNeumannPSO,GeneralizedPrice2,-0.1151529698892759,0.19658866239174563,-0.010790617929265217,-0.2890834448517696,-0.5061071752189094,-0.2889079037107786,-0.3991826058895243,0.33324617094691344,-0.24753709845866523,0.1293951028847602,-0.2076296581906335,-0.22200028407019107,0.10683120581143737,0.2618003940332506,0.06867020743302217,-0.24554447394827608,-0.46396178523403436,1.0,0.3894708545259457,0.10904270197468856,0.05428010216554617,-0.26315676597567117,-0.23746337515144816
1237,Mean ID,VonNeumannPSO,GeneralizedPrice2,0.23713179790569958,-0.18917207661495333,-0.1731087127746592,0.11025292896819743,-0.002338544620727158,-0.22727118894041345,-0.10275305911146655,0.2289489264511629,0.050075105608468264,-0.03657024831851955,0.09369075950912059,-0.06351114098815107,-0.02770995233085326,-0.3383949710563028,-0.179989432206329,0.2779670874837646,-0.18346599589572757,0.3894708545259457,1.0,-0.24387966431844135,0.11162532716267515,-0.14572586979440189,0.018540278425460358
1238,Mean GC,VonNeumannPSO,GeneralizedPrice2,-0.2832268186322769,0.40322638021487567,0.3801341986631936,-0.41546033334931964,-0.035572342347579916,-0.11902403731063278,-0.14819587005382875,0.12123790040553795,-0.13522462754320141,0.4439185381401249,-0.3367457848339176,-0.19423631861554408,-0.040396314025333634,0.4115009490849996,0.11991692056465396,-0.3589139901191147,-0.06546076891355783,0.10904270197468856,-0.24387966431844135,1.0,0.3610107264178226,-0.29679110645279416,-0.08817670887225451
1239,SNID,VonNeumannPSO,GeneralizedPrice2,-0.09309174130055878,-0.0001622534626068965,0.20532612233094694,-0.37509156979840924,-0.26847815611969533,0.010198144171256637,-0.2459652812933051,0.023980783778448957,-0.585489037067062,0.09764103540609531,-0.34030262705187625,-0.47063894618834995,0.05845855297184248,0.2725231924576844,-0.17542210592507493,-0.35429794465968356,-0.3014509203834691,0.05428010216554617,0.11162532716267515,0.3610107264178226,1.0,-0.4854855551754296,-0.2326530652446431
1240,EXPLORE%,VonNeumannPSO,GeneralizedPrice2,0.2173652628684657,0.1755942212771886,0.008865276210719857,0.32640653136087816,0.2219432918048942,0.0423042549725364,0.12692668704459478,-0.03667966565054782,0.2173673596878984,0.06993497179781172,0.14877615587663579,0.2885648894824214,0.03857222259782248,-0.2857481592532416,0.2576232338201589,0.2668088346981112,0.3617754167807977,-0.26315676597567117,-0.14572586979440189,-0.29679110645279416,-0.4854855551754296,1.0,0.050179758918879165
1241,INFEASIBLE%,VonNeumannPSO,GeneralizedPrice2,0.20784960140494246,-0.2676190846566375,-0.15753142748753843,0.3086620383989572,0.004314984263544614,0.013130035472019321,-0.16281096594324412,0.0010712308554686786,0.20380260712241244,0.09541137271183907,0.15497780083453697,0.16817892727752168,0.039042320838066344,-0.17439412105186838,-0.02490489065338527,0.17989017994320974,0.07777367100813952,-0.23746337515144816,0.018540278425460358,-0.08817670887225451,-0.2326530652446431,0.050179758918879165,1.0
1242,DRoC Type A,GBestPSO,Mishra1,1.0,0.7507800504606241,0.7856951037297742,-0.7780516776753916,0.07738306631781404,0.18973276198057767,0.053019973655724285,-0.19132575770767,-0.21790907980778515,-0.2401838879793232,-0.46291243116936687,0.23505477535401662,0.17283785823739456,0.704410902210576,0.33854792331120903,-0.6814071003802462,0.14628801377654102,-0.15898735899144845,0.010862520810292988,-0.010862520810293314,-0.10275315047654121,-0.009359364992509934,0.06097091741854602
1243,DRoC Type B,GBestPSO,Mishra1,0.7507800504606241,1.0,0.4541990743111634,-0.9955569689698983,-0.015680403691488484,0.1790102630820419,-0.01856971248116724,-0.16790985732680927,-0.15143590416849742,-0.04629328087804732,-0.5238233673782189,0.4796014535103539,0.04827469208961686,0.7439352127525055,0.11050271605507159,-0.7685517406304825,-0.16699515573142407,-0.3742456178095267,-0.20337633329985264,0.20337633329985189,0.19493699830057107,-0.5202010441221608,0.2746556384529797
1244,ERT Diversity,GBestPSO,Mishra1,0.7856951037297742,0.4541990743111634,1.0,-0.4790696799498331,-0.010580605841994299,-0.02471767110473337,-0.01021672534967026,0.006005803569182324,-0.1295945324161458,-0.24265863450396524,-0.20123135438104395,0.09470784121049743,0.18129107878025633,0.5001121610440106,0.40436465905993785,-0.42851583370049945,0.5396749936290736,-0.04648058065656389,0.037314571074753944,-0.03731457107475499,-0.26955838101785723,0.4931294840116142,-0.03317193903066639
1245,Critical Diversity,GBestPSO,Mishra1,-0.7780516776753916,-0.9955569689698983,-0.4790696799498331,1.0,-0.003914227975228629,-0.15711832370422177,-0.0029217255389695725,0.14771443723365774,0.17018198710979757,0.08344139923791569,0.5288003602388016,-0.47574024678376786,-0.04736067947136696,-0.7731719012536824,-0.12975672490147025,0.7980792471021431,0.13042416022513978,0.35483870927348954,0.19310752539434017,-0.1931075253943393,-0.17740344289545035,0.486153951474055,-0.2757832448787663
1246,FRoC Type A,GBestPSO,Mishra1,0.07738306631781404,-0.015680403691488484,-0.010580605841994299,-0.003914227975228629,1.0,0.23429015553948104,0.905520805308913,-0.2002460353983519,0.1268310086838979,0.019803298991693752,0.12297901661888408,0.17171901447797452,0.06826560025420403,0.07306268364262587,0.1134999839294428,-0.08693927631954991,0.010665737486756713,-0.0023611969146444564,-0.28469173963478617,0.28469173963479033,0.18998253442552185,0.02674597769927368,-0.12983401911923848
1247,FRoC Type B,GBestPSO,Mishra1,0.18973276198057767,0.1790102630820419,-0.02471767110473337,-0.15711832370422177,0.23429015553948104,1.0,0.2347352792829915,-0.9897514028670733,-0.5117282841772949,0.1685763942524597,-0.5329189180640461,0.019967165194428413,0.16113213844505145,0.14087748498595354,-0.06218936759419516,-0.18817753797346076,-0.3777484021049002,-0.48983580810083643,-0.11726542838257502,0.1172654283825791,0.2559712810557836,-0.18490431630904666,-0.3481555336485252
1248,ERT Fitness,GBestPSO,Mishra1,0.053019973655724285,-0.01856971248116724,-0.01021672534967026,-0.0029217255389695725,0.905520805308913,0.2347352792829915,1.0,-0.2213803521701546,0.09672320215367855,0.14532525089186113,0.13465676786800024,0.17061376596714783,-0.02866513147973633,0.04640392383889364,0.02256267490069092,-0.062471185999534044,-0.01482597082729501,0.015556458341231908,-0.2580921283948012,0.2580921283948048,0.20663901254572717,0.02835814812897769,-0.06835827363731167
1249,Critical Fitness,GBestPSO,Mishra1,-0.19132575770767,-0.16790985732680927,0.006005803569182324,0.14771443723365774,-0.2002460353983519,-0.9897514028670733,-0.2213803521701546,1.0,0.5073172848897137,-0.17661904650459626,0.5022432270074643,0.015330541982826691,-0.20417351556708713,-0.1398620949522905,0.024278520966549758,0.190799603920781,0.3420679797339399,0.4590760398050412,0.09750710627575535,-0.0975071062757591,-0.22786903734527703,0.16732457602932418,0.3271511061342971
1250,SRoC Type A,GBestPSO,Mishra1,-0.21790907980778515,-0.15143590416849742,-0.1295945324161458,0.17018198710979757,0.1268310086838979,-0.5117282841772949,0.09672320215367855,0.5073172848897137,1.0,-0.0038370118169060827,0.6782848040412792,-0.003479373003828991,-0.10041847451073571,-0.2912565422536005,-0.006119295435972425,0.3298500224574043,0.2232451582521794,0.5055197424864003,-0.08568997259399488,0.08568997259399451,-0.03137019534567442,-0.09176684191177456,0.23544007133516504
1251,SRoC Type B,GBestPSO,Mishra1,-0.2401838879793232,-0.04629328087804732,-0.24265863450396524,0.08344139923791569,0.019803298991693752,0.1685763942524597,0.14532525089186113,-0.17661904650459626,-0.0038370118169060827,1.0,0.14346230238439445,0.36864700300300407,-0.15941342585480897,-0.2953017467874234,-0.22743396139738992,0.28575255034709,-0.06679915185973913,0.07559869076696417,-0.32126836331324665,0.3212683633132477,0.07346259313655235,-0.20131143461401182,0.020027308121343897
1252,ERT Separation,GBestPSO,Mishra1,-0.46291243116936687,-0.5238233673782189,-0.20123135438104395,0.5288003602388016,0.12297901661888408,-0.5329189180640461,0.13465676786800024,0.5022432270074643,0.6782848040412792,0.14346230238439445,1.0,-0.1843630334120454,-0.15479019990778992,-0.5414877823215777,0.09265026624892787,0.5712836796657447,0.38793812214438433,0.7848002348828007,-0.05327501078073789,0.053275010780738784,-0.15563378484138873,0.2507802107357215,0.16287550689816066
1253,Critical Separation,GBestPSO,Mishra1,0.23505477535401662,0.4796014535103539,0.09470784121049743,-0.47574024678376786,0.17171901447797452,0.019967165194428413,0.17061376596714783,0.015330541982826691,-0.003479373003828991,0.36864700300300407,-0.1843630334120454,1.0,-0.2731790292456847,0.20828524337221044,-0.24912538281508564,-0.24712602607311296,-0.07451964143189733,-0.12625214451103678,-0.43514004337130746,0.435140043371306,0.10898802652493653,-0.34870781675558576,0.08312505410628519
1254,MRoC Type A,GBestPSO,Mishra1,0.17283785823739456,0.04827469208961686,0.18129107878025633,-0.04736067947136696,0.06826560025420403,0.16113213844505145,-0.02866513147973633,-0.20417351556708713,-0.10041847451073571,-0.15941342585480897,-0.15479019990778992,-0.2731790292456847,1.0,0.3981084936761066,0.7954916197169677,-0.41493978710604196,0.03744952549308381,-0.18613166019955557,0.06175634298562592,-0.06175634298562418,0.08093949143047681,0.09939246933339525,-0.16823840788269123
1255,MRoC Type B,GBestPSO,Mishra1,0.704410902210576,0.7439352127525055,0.5001121610440106,-0.7731719012536824,0.07306268364262587,0.14087748498595354,0.04640392383889364,-0.1398620949522905,-0.2912565422536005,-0.2953017467874234,-0.5414877823215777,0.20828524337221044,0.3981084936761066,1.0,0.47288529043936883,-0.9722952773092401,-0.06459044025561766,-0.39080468825440723,-0.06006257883666022,0.06006257883665987,0.09162112784635551,-0.17978116153762097,0.0095659677856372
1256,ERT Mobility,GBestPSO,Mishra1,0.33854792331120903,0.11050271605507159,0.40436465905993785,-0.12975672490147025,0.1134999839294428,-0.06218936759419516,0.02256267490069092,0.024278520966549758,-0.006119295435972425,-0.22743396139738992,0.09265026624892787,-0.24912538281508564,0.7954916197169677,0.47288529043936883,1.0,-0.48178786370996,0.35608616495641127,0.10701406373514663,0.001612858186429939,-0.0016128581864280765,0.04237832623214815,0.26710331477541316,-0.10630181684824677
1257,Critical Mobility,GBestPSO,Mishra1,-0.6814071003802462,-0.7685517406304825,-0.42851583370049945,0.7980792471021431,-0.08693927631954991,-0.18817753797346076,-0.062471185999534044,0.190799603920781,0.3298500224574043,0.28575255034709,0.5712836796657447,-0.24712602607311296,-0.41493978710604196,-0.9722952773092401,-0.48178786370996,1.0,0.08202599286956408,0.3897629888673528,0.08967427595503503,-0.08967427595503526,-0.1949815085261287,0.2670758749012145,-0.03968576947537619
1258,ntotal*,GBestPSO,Mishra1,0.14628801377654102,-0.16699515573142407,0.5396749936290736,0.13042416022513978,0.010665737486756713,-0.3777484021049002,-0.01482597082729501,0.3420679797339399,0.2232451582521794,-0.06679915185973913,0.38793812214438433,-0.07451964143189733,0.03744952549308381,-0.06459044025561766,0.35608616495641127,0.08202599286956408,1.0,0.5079051500603811,-0.05353234088291327,0.05353234088291244,-0.2886499946614756,0.6611632081606913,0.1875977877837083
